date,agend_item_nr,party,speaker,speech_nr,sent_nr,sentence_id,uid,split_
2016-12-12,2,DUP,Ian Paisley,74916,2,074916-02,eb2ca311979258037b69fc0d508d5eff,both
2016-04-20,2,DUP,Nigel Dodds,63000,3,063000-03,f5b55f23c57dc26b74e9bdea50ae0413,both
2016-01-27,10,DUP,Ian Paisley,57899,2,057899-02,f327f04adaccd0a6b537138c3f2e396e,both
2016-01-27,10,DUP,Ian Paisley,57899,3,057899-03,59e7a4cd54c7d31ab22b2b3c914f62cb,smarie
2016-01-27,10,DUP,Ian Paisley,57899,4,057899-04,ce55de857dca24804cfcdbfe067d6650,sjasmin
2016-09-14,4,DUP,Nigel Dodds,69476,2,069476-02,1d0c263e5927ce78fbbcc17bac5c994b,smarie
2016-01-07,13,DUP,Jim Shannon,56330,2,056330-02,ff2c83eff640cf48149bae9a03771bd6,sjasmin
2016-03-21,3,DUP,Jim Shannon,61627,4,061627-04,2958c32a441d0396a28e634bfd0edae3,smarie
2016-01-20,5,DUP,David Simpson,57275,1,057275-01,c98c836694bb94dcff31aa054dcf93cb,sjasmin
2016-02-04,7,DUP,Jim Shannon,58577,2,058577-02,2638ec18e57df8299c8e5b288d81c5e5,smarie
2016-11-01,8,DUP,Gavin Robinson,71751,2,071751-02,93b782220eebc3a73eefd0fe238dfde1,sjasmin
2016-03-21,13,DUP,Gavin Robinson,61735,1,061735-01,95eeeb9bc8f21f13de1613ec6cd61d96,smarie
2016-03-24,2,DUP,Jim Shannon,62020,3,062020-03,cea510eb5c1fb1939f8a36d9ad34919f,sjasmin
2016-10-20,13,DUP,Jim Shannon,70908,1,070908-01,de40a1ccd8ec36f4ae20147ab5128f24,smarie
2016-11-07,5,DUP,Jim Shannon,72178,2,072178-02,d96fd15e8daa226756f6eabd02d4763e,sjasmin
2016-01-28,4,DUP,Jim Shannon,57965,2,057965-02,b35ed97d3c304f17a40b47f7de63f10d,smarie
2016-12-07,1,DUP,Nigel Dodds,74598,4,074598-04,98ed8269a3b938fed8db753f70ae41e7,sjasmin
2016-04-20,3,DUP,David Simpson,63013,1,063013-01,6499e6929ab0d7bce396b192fb999a8a,smarie
2016-01-19,8,DUP,Sammy Wilson,57158,3,057158-03,0242130e378517038a7aaa1c76da590c,sjasmin
2016-04-20,8,DUP,Nigel Dodds,63101,1,063101-01,097cd2610c2084c18947c618375fa722,smarie
2016-03-15,8,DUP,Gavin Robinson,61221,1,061221-01,a33e8ff9ded59f58dbc05e22fce17ae8,sjasmin
2016-04-20,2,DUP,Nigel Dodds,63002,2,063002-02,fb97ab9871f44bab62be0e6cc9e426e8,smarie
2016-07-20,1,DUP,David Simpson,68265,1,068265-01,58934ba0d09a16f082f6b72393155919,sjasmin
2016-01-14,1,DUP,Jim Shannon,56773,4,056773-04,360349f5f466a29d29299a76846155ce,smarie
2016-12-07,2,DUP,Ian Paisley,74612,3,074612-03,e716fb6a5d0c3c52162106aef0c21284,sjasmin
2016-03-02,3,DUP,Nigel Dodds,60158,2,060158-02,3f4b375dfe8b8aae27d11c072e4a0536,smarie
2016-03-16,2,DUP,Gregory Campbell,61320,1,061320-01,4e35f7c5bd99f31578759764f4733ece,sjasmin
2016-12-13,9,DUP,Sammy Wilson,75141,2,075141-02,6c0a2934a71600099e8882c6c37dfdca,smarie
2016-01-14,1,DUP,Jim Shannon,56773,3,056773-03,5b5cc1dfc808a696e0362d2d0cdf5357,sjasmin
2016-11-07,5,DUP,Jim Shannon,72178,1,072178-01,afec0a295e2c3c74f8b05d9c5f9ff9a0,smarie
2016-01-11,4,DUP,Ian Paisley,56374,1,056374-01,4e223ab3a3caf7d11da2cc144ce6d9df,sjasmin
2016-12-07,2,DUP,Ian Paisley,74612,4,074612-04,128e5c01ceea0478e2534bd57018b6c2,smarie
2016-12-07,7,DUP,Gregory Campbell,74658,1,074658-01,95fb1a53b5aceff18962d8cc74d29ae2,sjasmin
2016-05-03,7,Lab,Iain Wright,63894,4,063894-04,9db6049ba133d4d487229ab41cbb0448,both
2016-01-11,13,Lab,Marie Rimmer,56476,2,056476-02,4f29f02b115b7bf4b21d726a7940b781,both
2016-10-19,3,Lab,Albert Owen,70642,4,070642-04,b26a5e41fe4a8089f73520f70a09754a,both
2016-03-10,13,Lab,Peter Kyle,60979,5,060979-05,c85f4c90af1239ae85a713a56eecd0a7,both
2016-09-12,12,Lab,Christian Matheson,69261,1,069261-01,7bef54b5a810a043cb0acd7764fc6879,both
2016-01-20,9,Lab,Gareth R Thomas,57302,1,057302-01,0b305bf44937508adb0fc39b96e6c28c,both
2016-10-27,12,Lab,Christina Rees,71453,1,071453-01,cf8399f2c67073002d923626461de48e,both
2016-11-29,5,Lab,Peter Dowd,73850,2,073850-02,ce5b6551b58805763105c8abf4f1fbc2,both
2016-07-11,7,Lab,Shabana Mahmood,67487,1,067487-01,6140905b05d529879d64ccd31f80e993,both
2016-03-08,1,Lab,Jo Stevens,60567,2,060567-02,67263928901e5f1e1c5633a5f88cbaef,both
2016-10-10,7,Lab,Rob Marris,69817,2,069817-02,4d6b9b497d9da8cd92ecca22f112d3a1,both
2016-07-05,1,Lab,Andrew Gwynne,66987,1,066987-01,688e2ca1f3ac87500d3862cf611ae221,both
2016-03-02,8,Lab,Liz Kendall,60241,2,060241-02,b4e6018ec8d902bf7566934fb4997aed,both
2016-04-27,7,Lab,Emma Reynolds,63667,3,063667-03,cfe14e118237d2ccc617bd560dfad9b9,both
2016-11-16,1,Lab,Kate Osamor,72756,2,072756-02,4f36d591786abcc22db4e039abfbbea0,both
2016-11-17,5,Lab,Nicholas Dakin,72945,1,072945-01,b9ee1b2de467929dc5a21573753cfd4b,smarie
2016-12-08,12,Lab,Daniel Zeichner,74859,2,074859-02,126ee9636c96ff7160a98c58b366c8dd,sjasmin
2016-09-05,7,Lab,Andy Burnham,68608,4,068608-04,9594db597b5f1df76b2ecdcf258dcc44,smarie
2016-10-18,2,Lab,Chris Bryant,70474,1,070474-01,98a5bc87a8ee0f693d9ac321cd6d59fa,sjasmin
2016-06-28,14,Lab,Virendra Sharma,66514,1,066514-01,eac4e09ca648137c0011c16bf365c6f1,smarie
2016-11-24,5,Lab,Nicholas Dakin,73521,1,073521-01,2416b6316c46cf3c9b767ee71f74b2c9,sjasmin
2016-04-13,8,Lab,Stephen Timms,62520,1,062520-01,d5ec75d4af4a09c7eed90c7a5aa0b126,smarie
2016-12-05,1,Lab,Ian Austin,74239,2,074239-02,44927419fab75defae557b3d17d79f2d,sjasmin
2016-01-20,9,Lab,Jeremy Corbyn,57315,9,057315-09,6e7189d4242cebabaa04e7541900329d,smarie
2016-03-15,13,Lab,Paula Sherriff,61248,1,061248-01,89e350b1d5efcc9e71fdb861effb0506,sjasmin
2016-10-27,8,Lab,Liz McInnes,71435,2,071435-02,0ca09f7d0b9acb867db81e0b963db090,smarie
2016-09-06,1,Lab,Richard Burgon,68690,2,068690-02,e2c63339936aa21f44ac13d10512a50d,sjasmin
2016-04-18,7,Lab,Paul Flynn,62782,2,062782-02,124633f499acd226bbc330d5e908f85f,smarie
2016-05-05,12,Lab,Alex Cunningham,64182,3,064182-03,6904531afb64eb802e506a288c6b1ec3,sjasmin
2016-04-25,3,Lab,Angela Rayner,63276,3,063276-03,e5540a62793bcd3fcb8841f25f43dbec,smarie
2016-06-30,8,Lab,Valerie Vaz,66711,1,066711-01,eecbf7b1dc4f433ee9fc43e76273bc05,sjasmin
2016-11-03,2,Lab,Graham Jones,71976,1,071976-01,e08d83e2f584dbb9872fd32ae72d7c99,smarie
2016-12-01,13,Lab,Paul Blomfield,74200,4,074200-04,6dbec887931814998af5ff4ecbc2cf9f,sjasmin
2016-03-23,9,Lab,Stephen Kinnock,61988,3,061988-03,de537b4b4b59e19981da9c1a2df4b5d3,smarie
2016-07-20,7,Lab,Jeremy Corbyn,68335,9,068335-09,78305958f0dc2691ca7fa5156c4af57e,sjasmin
2016-12-13,14,Lab,Vicky Foxcroft,75186,2,075186-02,cafb6bdd8e963156e436bf50705ef10e,smarie
2016-12-15,8,Lab,Bill Esterson,75444,2,075444-02,df2ba1094cd3a60152d79f4d4aacb272,sjasmin
2016-10-17,3,Lab,Lisa Nandy,70327,1,070327-01,d8c627aa76aa1a65f0b88de985074931,smarie
2016-11-15,6,Lab,Justin Madders,72671,1,072671-01,e8276f03cdc90b4641a58548b87d139f,sjasmin
2016-12-01,7,Lab,Paul Flynn,74144,1,074144-01,e9f09f4acf9dc37d5316013c473aab2e,smarie
2016-11-21,6,Lab,Margaret Greenwood,73115,3,073115-03,ce92c8651ed3099984de63699d2a74c7,sjasmin
2016-11-21,12,Lab,Diana Johnson,73177,1,073177-01,fd4ab44836d2e6b0a81362c4d7064cd7,smarie
2016-12-19,2,Lab,Thangam Debbonaire,75539,2,075539-02,740556d53f1dbf089736aa97fdd6e20c,sjasmin
2016-01-05,2,Lab,Fiona Mactaggart,55965,3,055965-03,f50da3e203ac844478e54e33515a5f67,smarie
2016-12-08,9,Lab,Andrew Slaughter,74821,2,074821-02,a9e986962f8f63acd189abc1eb0f29aa,sjasmin
2016-10-12,8,LibDem,Tim Farron,70137,4,070137-04,eb82c000778251e118902c80509d67c5,both
2016-02-22,11,LibDem,Greg Mulholland,59338,1,059338-01,1de4f57134ec6deb3af32ef8a6539d28,both
2016-03-08,1,LibDem,John Pugh,60563,1,060563-01,e43cdf6aa300a4d863d5ef2bc4c5eac7,both
2016-10-19,5,LibDem,Mark Williams,70665,1,070665-01,4658754559c2bc8d89fe309ca2ffdbe0,both
2016-03-10,8,LibDem,Greg Mulholland,60927,2,060927-02,8df924220162280be3c24d8a152bd4f1,both
2016-12-20,9,LibDem,Tom Brake,75772,3,075772-03,afbfc9efdc18fa320c557de7d04c09a7,both
2016-06-30,2,LibDem,Alistair Carmichael,66666,3,066666-03,79f57e2320d7d74dc4a665be8dca0b47,both
2016-04-21,14,LibDem,Tom Brake,63220,3,063220-03,e060f5fb66a72f8e92d73b15ddb98861,both
2016-04-12,5,LibDem,Greg Mulholland,62331,3,062331-03,2ffe7313918f083b2b7a5d738f8ab976,both
2016-05-04,12,LibDem,Greg Mulholland,64099,4,064099-04,b3eebc1111db754c58b55061c8841350,both
2016-06-15,9,LibDem,Tim Farron,66220,1,066220-01,5f09de0fb4743e4830f0f5ba05fb98c3,both
2016-06-27,12,LibDem,Greg Mulholland,66376,1,066376-01,c32e6b338a06ee9e42017abd09b11fa5,both
2016-09-05,1,LibDem,Alistair Carmichael,68532,1,068532-01,bbced59adb5acd95fae7fc37df973eeb,both
2016-05-11,4,LibDem,Tim Farron,64674,4,064674-04,791dbac886fa192390166f640afa2182,both
2016-11-24,15,LibDem,Tom Brake,73620,1,073620-01,23160a9dca5ad07a329ea90073c7af35,both
2016-02-11,15,LibDem,Alistair Carmichael,59211,1,059211-01,28be63307e650eb8d71b6f52eaaa0778,smarie
2016-06-29,7,LibDem,Alistair Carmichael,66596,2,066596-02,f6c6053f5c63e8ea72f311e9ab8ad945,sjasmin
2016-11-30,4,LibDem,Mark Williams,73999,2,073999-02,ffc26765f89b0cce26daf043ee09b965,smarie
2016-04-21,14,LibDem,Tom Brake,63224,1,063224-01,b3b713dd74ff5b749eb59cc96e0647dd,sjasmin
2016-06-06,8,LibDem,Norman Lamb,65300,2,065300-02,1080d1e628ce5e9fb1ea0d941a27cca4,smarie
2016-07-05,3,LibDem,Norman Lamb,67007,2,067007-02,a372f36f433d2b776d1dcfa702f1619b,sjasmin
2016-05-12,16,LibDem,Tom Brake,64794,2,064794-02,b6eac0c8cce2c64870c9b4f3e45412e0,smarie
2016-05-04,12,LibDem,Greg Mulholland,64099,2,064099-02,406ab7b7a7221c74a962238dd67e0705,sjasmin
2016-06-28,14,LibDem,Greg Mulholland,66518,1,066518-01,17d441aa6dfbd490ef47935e290d4443,smarie
2016-03-22,7,LibDem,Norman Lamb,61786,2,061786-02,de4cf4723257e271b85f228a9248b598,sjasmin
2016-11-21,7,LibDem,Alistair Carmichael,73123,1,073123-01,97b9e34fc65e68c1bb7aff75d15e8d1c,smarie
2016-04-14,8,LibDem,Tom Brake,62609,1,062609-01,bec50fe6dfa0ae4480f6f849ec9239eb,sjasmin
2016-11-22,2,LibDem,Alistair Carmichael,73220,2,073220-02,c5aa82541eb4a104bbc882799821d679,smarie
2016-03-01,7,LibDem,Alistair Carmichael,60039,3,060039-03,b2ae75c3b1d1bce199cc498b15d09e7b,sjasmin
2016-05-09,15,LibDem,Greg Mulholland,64405,2,064405-02,b01fd17b7916bede1ef8c99bc270aaa8,smarie
2016-06-13,12,LibDem,Alistair Carmichael,65934,3,065934-03,e741a12a526d34c1dfd1fb370a2df769,sjasmin
2016-03-03,3,LibDem,John Pugh,60276,1,060276-01,45a0b3f74726cc78225830bdef18923c,smarie
2016-01-28,5,LibDem,Tom Brake,57975,2,057975-02,fa45e6ae76220a44d0601c77a217b3a1,sjasmin
2016-04-21,14,LibDem,Tom Brake,63220,2,063220-02,7373b6bd82a7a1e8ee5d84d611784deb,smarie
2016-04-26,5,LibDem,Greg Mulholland,63448,2,063448-02,308cdd79252ba973fb1a7b572899cc14,sjasmin
2016-03-08,1,LibDem,John Pugh,60563,2,060563-02,2cac43971fad4f47ffbd67c14c12ee09,smarie
2016-04-21,14,LibDem,Tom Brake,63226,1,063226-01,df0021b273317eef4a19157058eb1672,sjasmin
2016-01-21,11,LibDem,Tom Brake,57469,2,057469-02,bc9a32ab24a63af729fccbe67bbd6ff6,smarie
2016-09-05,2,LibDem,Greg Mulholland,68547,1,068547-01,90f417b03da1bacd29ae64749996878d,sjasmin
2016-06-29,7,LibDem,Alistair Carmichael,66596,1,066596-01,93c083d42c7f4273614eca33931fd09e,smarie
2016-12-15,7,LibDem,Alistair Carmichael,75436,1,075436-01,2bd79e1ac7a7c92fb6940513b1644d12,sjasmin
2016-09-07,8,LibDem,Tom Brake,68964,1,068964-01,c8ac3a47b03aed07c15a174e35d1cfe5,smarie
2016-06-09,11,LibDem,Tom Brake,65777,2,065777-02,20bd5c1b6db72f9dc7161d02d3bc1d6e,sjasmin
2016-09-12,1,LibDem,Tom Brake,69140,2,069140-02,696b2a79563058e1c1f12edfc4095592,smarie
2016-06-09,1,LibDem,Alistair Carmichael,65681,1,065681-01,4d73d50dc65f7bb2af8086a002516687,sjasmin
2016-01-14,10,SNP,Alan Brown,56831,4,056831-04,77b5ab92eaeee20b0370d2cfb45ae868,both
2016-12-14,7,SNP,Angus Robertson,75313,3,075313-03,5eb838ea9e4b7fa1d9486ab3fdc9b366,both
2016-07-07,2,SNP,Margaret Ferrier,67267,2,067267-02,21a190c8434cb86f706745fa1b56bb23,both
2016-11-17,2,SNP,Stewart McDonald,72906,2,072906-02,958b2c4bee87dcf630512b42702ab908,both
2016-09-12,1,SNP,Brendan O'Hara,69146,2,069146-02,b3d0d7b0926cb70b858ced44aab87880,both
2016-07-21,13,SNP,Margaret Ferrier,68512,1,068512-01,3cb628c2927d6043d6441d2afee29d34,both
2016-03-21,5,SNP,Callum McCaig,61640,1,061640-01,fc9263ca728b77c956f144a7060c48b1,both
2016-04-21,6,SNP,Gavin Newlands,63142,1,063142-01,0f22042e53e4187fe18cb39dc14319d8,both
2016-04-11,2,SNP,Joanna Cherry,62156,1,062156-01,3e8f71d2a833f6c492196d2e20a14e94,both
2016-04-25,3,SNP,Carol Monaghan,63284,3,063284-03,9cb6c07416a14a723c7cc7135c42b461,both
2016-07-14,10,SNP,Deidre Brock,67936,3,067936-03,b4c0f27a7e87d3bb25a0ce7bf33cc8ee,both
2016-05-12,16,SNP,John Nicolson,64806,4,064806-04,f119e5638bea781e0985110d76b35309,both
2016-11-07,4,SNP,Philippa Whitford,72164,1,072164-01,80d23e87dfe6022a55e28af7010fcd72,both
2016-11-01,5,SNP,Steven Paterson,71708,1,071708-01,5a25cc62cf36ce82946c85ab640a763b,both
2016-03-03,2,SNP,John Nicolson,60266,2,060266-02,197ac496a1af3f7698637ddc66079e52,both
2016-09-07,8,SNP,Angus Robertson,68938,1,068938-01,9fcc19c8402192b149e054866989271a,smarie
2016-10-20,6,SNP,John Nicolson,70824,1,070824-01,64242203d97b220487ffa860d8da01ba,sjasmin
2016-07-21,1,SNP,Alison Thewliss,68377,1,068377-01,de4464791343b42252abc7ee23fc43ad,smarie
2016-02-02,4,SNP,Hannah Bardell,58268,3,058268-03,fdd89e46055c51586ba635c9770b7a15,sjasmin
2016-05-09,2,SNP,Eilidh Whiteford,64255,3,064255-03,1c4154e5ab69d00724f3d86c95a91f6c,smarie
2016-03-09,7,SNP,Marion Fellows,60785,3,060785-03,4be8b300eccc4264fee2a67127e2ca13,sjasmin
2016-06-09,9,SNP,Gavin Newlands,65752,1,065752-01,7ce7e3a04d49438348a9e8d737566122,smarie
2016-01-14,10,SNP,Alan Brown,56831,6,056831-06,653e8a6ecb9838374b0653ebfee10bbd,sjasmin
2016-04-11,2,SNP,Chris Law,62146,1,062146-01,7b88d27aaad436b349b6d133642d4192,smarie
2016-11-17,14,SNP,Roger Mullin,73016,1,073016-01,c0bbb18dba8d26a72b68972129db4bed,sjasmin
2016-03-08,5,SNP,Martyn Day,60612,1,060612-01,a376d51a50df44b2340a0f90af095cdc,smarie
2016-04-19,3,SNP,Kirsty Blackman,62865,1,062865-01,34623c70ef9d0a6016218ec2bb71c140,sjasmin
2016-11-08,9,SNP,Callum McCaig,72361,4,072361-04,6fdae243532233c3905d0e1504f9cd18,smarie
2016-09-08,8,SNP,Gavin Newlands,69054,1,069054-01,ed4f2487219916f4a1b93abb76cf56de,sjasmin
2016-12-19,14,SNP,Gavin Newlands,75661,2,075661-02,ca38e03eda11661e7e8165145154cfaa,smarie
2016-11-08,9,SNP,Carol Monaghan,72353,3,072353-03,09a207f53cd5fa48adb774f3613b0856,sjasmin
2016-07-21,1,SNP,Peter Grant,68373,1,068373-01,0c0a563156b522421498d5da940544a1,smarie
2016-02-01,10,SNP,Joanna Cherry,58219,3,058219-03,68f120c54d7805a2a8a524dcd8a6af29,sjasmin
2016-05-26,5,SNP,Margaret Ferrier,65135,1,065135-01,f816e56e3b98b46e45bfe6624dcf523d,smarie
2016-04-13,8,SNP,Angus Robertson,62507,3,062507-03,c5ccabc8e1679e69347e38d498581cc0,sjasmin
2016-02-01,1,SNP,Martyn Day,58087,2,058087-02,1a4c87d8411770c23ae8316d04beb834,smarie
2016-03-17,13,SNP,Alan Brown,61571,1,061571-01,03a67ea42a5a5c28894a7e89aca641b6,sjasmin
2016-09-12,1,SNP,Brendan O'Hara,69144,3,069144-03,4ae043784731e95a779ebf6fbaf784ba,smarie
2016-10-25,12,SNP,Philip Boswell,71220,1,071220-01,df6d28808cf1154c9af2f71a06a26d23,sjasmin
2016-10-24,5,SNP,Alison Thewliss,70964,1,070964-01,e4a2ed871c839a1c9826b63154a0ef2e,smarie
2016-06-14,15,SNP,Alan Brown,66081,1,066081-01,8b97aca15574119ce898a43070af3178,sjasmin
2016-06-13,8,SNP,Tasmina Ahmed-Sheikh,65890,5,065890-05,9bc741b3a6167b6b64e5c30bbb754570,smarie
2016-06-27,8,SNP,Martin Docherty-Hughes,66317,2,066317-02,fdc3ceff9af518324c02bf4dfe54f66e,sjasmin
2016-12-15,10,SNP,Tasmina Ahmed-Sheikh,75468,2,075468-02,17b91b03b5268c11d92a0fce8cc371d4,smarie
2016-09-14,8,SNP,Owen Thompson,69541,1,069541-01,5ca4fad368d6a0e3e9ba9697dbdc5b01,sjasmin
2017-02-06,12,Con,Marcus Fysh,78479,1,078479-01,7a85d44b7a8cea653c8879ab6b3f9949,both
2017-01-26,3,Con,David Jones,77595,3,077595-03,a9adbfb930cd0607be05f570889bfaf7,both
2017-07-04,5,Con,Steve Brine,84672,3,084672-03,154d57a82cbfa71791071ca642728af4,both
2017-10-25,2,Con,David Mundell,89296,3,089296-03,b6b59c1b2519ddbc01de35b5252fa3de,both
2017-11-16,3,Con,Richard Benyon,91033,3,091033-03,4b0b844e7fe5afe46253a02f5a717fb4,both
2017-03-21,7,Con,Nicola Blackwood,81801,3,081801-03,dacd1330781a6f80bdac1049f02ce95d,both
2017-04-19,8,Con,Maria Caulfield,83097,2,083097-02,5bd9ec3ea25e4e5910ba8bbf0263a4fe,both
2017-04-25,3,Con,Sam Gyimah,83482,6,083482-06,87e4739ab3486698532f1e36c3bb669d,both
2017-09-14,19,Con,Jeremy Wright,87600,1,087600-01,d770e764181b28f93592e1d515200179,both
2017-09-11,6,Con,Justine Greening,87047,3,087047-03,f4b8e4feb31e261ffa1f3e5f06c2bd08,both
2017-12-21,4,Con,Anne-Marie Trevelyan,94288,2,094288-02,19e456c749d922e0e70165796eb63592,both
2017-12-21,13,Con,Jo Churchill,94370,1,094370-01,278c90cc764dccade6086d8d92e7da61,both
2017-03-22,4,Con,Ben Gummer,81926,3,081926-03,4f8eb35c76532f0ad80787303b858d09,both
2017-03-14,13,Con,Margot James,81227,3,081227-03,5b869e31478fc125dd3054c651d781be,both
2017-12-21,11,Con,Jeremy Wright,94358,3,094358-03,e76360341a2752beeb24c7ed0513ce64,both
2017-01-17,1,Con,David Gauke,76629,1,076629-01,dac20baff68451abe5553d329121abe9,smarie
2017-07-11,5,Con,Alan Duncan,85301,2,085301-02,11681329d5631b783f1016a7fad36402,sjasmin
2017-09-06,2,Con,Alun Cairns,86517,3,086517-03,e6bf6b3ee6ecc85e5d634d8e019e8ac4,smarie
2017-04-25,3,Con,Sam Gyimah,83486,2,083486-02,0f5b2905fbc6f639ae707f7240fb75ba,sjasmin
2017-11-22,7,Con,Theresa May,91592,5,091592-05,8209fe7f3236724ff34f92eeb258167b,smarie
2017-03-27,3,Con,Penny Mordaunt,82224,6,082224-06,a8fde7aa3818648900c8c70d4b2f21c9,sjasmin
2017-10-26,1,Con,Therese Coffey,89421,2,089421-02,be3cb5d5fce9c3c7628486631d6a2ac8,smarie
2017-03-30,13,Con,Paul Maynard,82765,2,082765-02,d438ec3df4cf85b93cca34073ae3afbd,sjasmin
2017-09-05,13,Con,Sam Gyimah,86479,2,086479-02,064fe92f2ed38a93f2434a5c3e534475,smarie
2017-03-22,9,Con,Theresa May,81987,3,081987-03,2f2f71c1ec3a79cb152e76496080a745,sjasmin
2017-01-25,8,Con,Theresa May,77534,1,077534-01,2cfcc9a86108708064430ea08cc9a6b0,smarie
2017-01-23,13,Con,Amber Rudd,77221,2,077221-02,fa787617eccb67b2725ad545316a543a,sjasmin
2017-02-07,3,Con,Lucy Frazer,78532,3,078532-03,ca144493b6f0b76ec68e2a28d4fb2195,smarie
2017-09-05,7,Con,Dominic Raab,86407,1,086407-01,f3bc763f52a2891a950a95aba987a250,sjasmin
2017-01-25,8,Con,Theresa May,77538,1,077538-01,cdd8e41b64b73fea67f2c4a252e0563e,smarie
2017-03-15,2,Con,James Brokenshire,81278,4,081278-04,47997a15602496f062bb42f6f08d2373,sjasmin
2017-10-30,4,Con,Nusrat Ghani,89641,3,089641-03,7bcbf34313810b021769e59866595797,smarie
2017-04-25,7,Con,Bob Blackman,83536,3,083536-03,86619718926ed291fad84ac5f3f3d72f,sjasmin
2017-10-09,12,Con,Penny Mordaunt,87763,4,087763-04,f63525a41503b36c65a68b97c134e509,smarie
2017-07-12,7,Con,Priti Patel,85493,2,085493-02,42b943c2e6b8372f78d4203b387afc1f,sjasmin
2017-11-16,11,Con,Jeremy Wright,91121,3,091121-03,105724203fb603ad267a781bdca9ba8d,smarie
2017-02-21,11,Con,Boris Johnson,79299,2,079299-02,b27653489f128d0e6e87a8fe42fa8316,sjasmin
2017-12-18,7,Con,Sarah Newton,93823,1,093823-01,c00f16108986c851731183a037fd4e73,smarie
2017-04-25,16,Con,Elizabeth Truss,83589,2,083589-02,2422987938897730080d92708d182f17,sjasmin
2017-06-27,4,Con,Jeremy Lefroy,84001,1,084001-01,535307c6484b4d4781172c8136b857d2,smarie
2017-01-25,2,Con,Alun Cairns,77429,2,077429-02,f1ab90d2f2aa29f1aaeda4822cd7f741,sjasmin
2017-03-14,13,Con,Kelly Tolhurst,81226,2,081226-02,9572fba334d1ee774968f188b55383dd,smarie
2017-07-18,10,Con,Mel Stride,85964,1,085964-01,d7b18ed7f50e79d3b468418ea011fd34,sjasmin
2017-02-27,2,Con,Sajid Javid,79659,3,079659-03,93ee39a4475ca079e1e94c25d5b77b7e,smarie
2017-11-20,1,Con,Amber Rudd,91187,2,091187-02,27798871cdf158bb9dbc9ab58b47db53,sjasmin
2017-02-23,6,DUP,Gregory Campbell,79523,2,079523-02,f2cf94a0b5009e53e216d408f0c94906,both
2017-12-19,1,DUP,Jim Shannon,93905,2,093905-02,be08cfaca1ba886896325dbcf4531355,both
2017-02-01,1,DUP,Sammy Wilson,78063,1,078063-01,111cacab850c830a8dacd209a6403fdd,both
2017-11-22,5,DUP,Gregory Campbell,91559,2,091559-02,9eb0af7360ae49e7fbb1900740a784a5,both
2017-01-25,8,DUP,Nigel Dodds,77543,4,077543-04,f608adc96df1007088c8f7412f692b6f,both
2017-03-15,4,DUP,Sammy Wilson,81317,3,081317-03,06a25c05b6f2feafdfadb47fe0dd981d,both
2017-03-15,7,DUP,Jeffrey M Donaldson,81326,1,081326-01,6b8e146328a26f614396fa3677aa67c2,both
2017-04-24,6,DUP,Jim Shannon,83334,2,083334-02,bb52727b85ae7ad1ee47116442697c9e,both
2017-10-26,13,DUP,Jim Shannon,89549,2,089549-02,fc691883de43d0743a2ce84fbac45fd0,both
2017-02-23,6,DUP,Gregory Campbell,79523,1,079523-01,717d05f5f5ae8126d18292ccc3570f52,both
2017-01-24,5,DUP,Jim Shannon,77295,1,077295-01,0240ac1be9dd90004a051e3fa0c066dc,both
2017-11-22,5,DUP,Gregory Campbell,91559,3,091559-03,a1e4ba0db71b2a14e931025abf5083aa,both
2017-01-25,8,DUP,Nigel Dodds,77543,3,077543-03,27129a7fd59e4f9b9be4ca407013ca3c,both
2017-12-20,2,DUP,Nigel Dodds,94107,1,094107-01,5f938472d1e653c4c3f379cc757832d4,both
2017-03-15,2,DUP,Nigel Dodds,81277,3,081277-03,b4ed742c5558236256db9ca946a1f0ae,both
2017-10-10,10,DUP,Jim Shannon,87867,2,087867-02,efe778ce5fabd8402c4e39f816a449a1,smarie
2017-03-15,2,DUP,Nigel Dodds,81277,4,081277-04,bc8074a1ddc9a4fe7b0c70c46327f059,sjasmin
2017-03-29,1,DUP,Gregory Campbell,82532,3,082532-03,126a4cacbf17d6151f0f8e824ed3ee9e,smarie
2017-12-20,5,DUP,Gavin Robinson,94140,1,094140-01,09fe926eee324fef2778c20d8f78aa21,sjasmin
2017-01-17,10,DUP,Jim Shannon,76717,2,076717-02,fda70b700abf91a5dfcae81d1a30a4ec,smarie
2017-10-12,5,DUP,Jim Shannon,88139,2,088139-02,309e06c428b18fd40f3a3e63774ef46c,sjasmin
2017-02-21,2,DUP,Jim Shannon,79198,2,079198-02,98874db1c30a2d2cf717a93e63326374,smarie
2017-03-23,2,DUP,Jim Shannon,82044,3,082044-03,962062bbf30cdef2e299e9a80e8f52ba,sjasmin
2017-03-15,2,DUP,Nigel Dodds,81279,2,081279-02,7f80971d95a4df5dfee99f3d1e2b2bbc,smarie
2017-03-15,2,DUP,Nigel Dodds,81279,1,081279-01,7e7b0baa69db2461857cf1a190f623f0,sjasmin
2017-12-05,3,DUP,Jim Shannon,92636,1,092636-01,b167f38705f529e461f32e30e2b87440,smarie
2017-01-11,9,DUP,Gavin Robinson,76291,1,076291-01,795c22c0052fd664d3da5a8d33c1df3a,sjasmin
2017-12-21,11,DUP,Jim Shannon,94361,1,094361-01,7407e1cfbe33875a568a5a369625037a,smarie
2017-10-19,5,DUP,Jim Shannon,88803,1,088803-01,d5971f4407f1c03e99c2d9e3145791d0,sjasmin
