id,year1,year2,month,sourname,objdim,objid,oidclean
8909,2010,"2010",5,1,,"people","people"
8910,2010,"2010",5,1,"Geography","every community","every community"
8911,2010,"2010",5,1,"Geography","all countries","all countries"
8912,2010,"2010",5,1,,"neighbourhood groups","neighbourhood groups"
8913,2010,"2010",5,1,,"doctors","doctors"
8914,2010,"2010",5,1,,"people","people"
8915,2010,"2010",5,1,"Other","families","families"
8916,2010,"2010",5,1,"Other","taxpayers","taxpayers"
8917,2010,"2010",5,1,"Age/generation","young people from all backgrounds","young people from all backgrounds"
8918,2010,"2010",5,1,"Other","(disadvantaged) and dysfunctional families","disadvantaged and dysfunctional families"
8919,2010,"2010",5,1,"Geography","the City of London","the city of london"
8920,2010,"2010",5,1,"Geography","Northern Ireland","northern ireland"
8921,2010,"2010",5,1,,"people","people"
8922,2010,"2010",5,1,"Geography","Strangford Lough","strangford lough"
8923,2010,"2010",5,1,"Economic class","disadvantaged (and dysfunctional) families","disadvantaged and dysfunctional families"
8924,2010,"2010",5,1,,"individuals","individuals"
8925,2010,"2010",5,1,,"children (from disadvantaged backgrounds)","children from disadvantaged backgrounds"
8926,2010,"2010",5,1,"Gender","(service)men (and women)","servicemen and women"
8927,2010,"2010",5,1,,"Sure Start health visitors","sure start health visitors"
8928,2010,"2010",5,1,"Other","certain offenders","certain offenders"
8929,2010,"2010",5,1,,"the best people (i.e. recruited to the teaching profession)","the best people i.e. recruited to the teaching profession"
8930,2010,"2010",5,1,"Geography","Northern Ireland","northern ireland"
8931,2010,"2010",5,1,"Health","disabled people","disabled people"
8932,2010,"2010",5,1,"Economic class","people who work in our public services","people who work in our public services"
8933,2010,"2010",5,1,,"people","people"
8934,2010,"2010",5,1,,"Britain","britain"
8935,2010,"2010",5,1,,"unelected council officials","unelected council officials"
8936,2010,"2010",5,1,,"Britain","britain"
8937,2010,"2010",5,1,,"people","people"
8938,2010,"2010",5,1,,"people","people"
8939,2010,"2010",5,1,,"child","child"
8940,2010,"2010",5,1,"Economic class","a few","a few"
8941,2010,"2010",5,1,,"doctors","doctors"
8942,2010,"2010",5,1,,"healthcare providers","healthcare providers"
8943,2010,"2010",5,1,,"people","people"
8944,2010,"2010",5,1,,"trade unions","trade unions"
8945,2010,"2010",5,1,"Economic class","retail banks","retail banks"
8946,2010,"2010",5,1,"Other","families (with multiple problems)","families with multiple problems"
8947,2010,"2010",5,1,,"high-quality people (i.e. for a teaching job)","high-quality people i.e. for a teaching job"
8948,2010,"2010",5,1,,"the people of Britain","the people of britain"
8949,2010,"2010",5,1,,"people","people"
8950,2010,"2010",5,1,"Geography","(major cities across England, Scotland, and) Wales","major cities across england, scotland, and wales"
8951,2010,"2010",5,1,"Health","Those found fit for work","those found fit for work"
8952,2010,"2010",5,1,"Health","patients","patients"
8953,2010,"2010",5,1,"Economic class","employer","employer"
8954,2010,"2010",5,1,"Age/generation","young people","young people"
8955,2010,"2010",5,1,"Other","anyone convicted of a serious recordable offence","anyone convicted of a serious recordable offence"
8956,2010,"2010",5,1,"Gender","mothers","mothers"
8957,2010,"2010",5,1,"Other","those who are innocent","those who are innocent"
8958,2010,"2010",5,1,"Economic class","advertising company","advertising company"
8959,2010,"2010",5,1,,"academics","academics"
8960,2010,"2010",5,1,"Age/generation","young people","young people"
8961,2010,"2010",5,1,,"Britain","britain"
8962,2010,"2010",5,1,"Geography","Glasgow","glasgow"
8963,2010,"2010",5,1,,"Britain","britain"
8964,2010,"2010",5,1,"Geography","the North East","the north east"
8965,2010,"2010",5,1,,"Britain","britain"
8966,2010,"2010",5,1,,"active neighbourhood group","active neighbourhood group"
8967,2010,"2010",5,1,"Health","people with disabilities","people with disabilities"
8968,2010,"2010",5,1,,"people","people"
8969,2010,"2010",5,1,"Economic class","pensioners","pensioners"
8970,2010,"2010",5,1,"Other","cyclists","cyclists"
8971,2010,"2010",5,1,"Other","parents","parents"
8972,2010,"2010",5,1,"Other","people looking to improve their skills","people looking to improve their skills"
8973,2010,"2010",5,1,,"the UK","the uk"
8974,2010,"2010",5,1,"Age/generation","older people","older people"
8975,2010,"2010",5,1,,"heads (i.e. head teachers)","heads i.e. head teachers"
8976,2010,"2010",5,1,"Economic class","the most vulnerable people in society","the most vulnerable people in society"
8977,2010,"2010",5,1,"Geography","England","england"
8978,2010,"2010",5,1,,"children","children"
8979,2010,"2010",5,1,,"people","people"
8980,2010,"2010",5,1,,"Britain","britain"
8981,2010,"2010",5,1,,"people","people"
8982,2010,"2010",5,1,,"Britain","britain"
8983,2010,"2010",5,1,"Geography","Communities","communities"
8984,2010,"2010",5,1,"Health","(families with) disabled (children)","families with disabled children"
8985,2010,"2010",5,1,,"the UK","the uk"
8986,2010,"2010",5,1,"Other","law-abiding people","law-abiding people"
8987,2010,"2010",5,1,,"Britain","britain"
8988,2010,"2010",5,1,"Economic class","hi-tech companies","hi-tech companies"
8989,2010,"2010",5,1,"Other","parents","parents"
8990,2010,"2010",5,1,"Economic class","the many","the many"
8991,2010,"2010",5,1,"Geography","neighbourhoods","neighbourhoods"
8992,2010,"2010",5,1,"Economic class","companies","companies"
8993,2010,"2010",5,1,"Geography","towns","towns"
8994,2010,"2010",5,1,,"the public","the public"
8995,2010,"2010",5,1,"Other","consumer","consumer"
8996,2010,"2010",5,1,,"dentists","dentists"
8997,2010,"2010",5,1,"Other","Children","children"
8998,2010,"2010",5,1,"Geography","Northern Ireland","northern ireland"
8999,2010,"2010",5,1,,"everyone","everyone"
9000,2010,"2010",5,1,"Health","patients","patients"
9001,2010,"2010",5,1,,"Britain","britain"
9002,2010,"2010",5,1,,"Britain","britain"
9003,2010,"2010",5,1,"Other","families","families"
9004,2010,"2010",5,1,"Economic class","millions who live in poverty (and conflict)","millions who live in poverty and conflict"
9005,2010,"2010",5,1,"Geography","Shepherd's Bush","shepherd's bush"
9006,2010,"2010",5,1,"Gender","(children of servicemen and) women (killed while on active duty)","children of servicemen and women killed while on active duty"
9007,2010,"2010",5,1,,"Britain","britain"
9008,2010,"2010",5,1,,"the best civil servants","the best civil servants"
9009,2010,"2010",5,1,"Other","(young) offenders","young offenders"
9010,2010,"2010",5,1,,"one million more people","one million more people"
9011,2010,"2010",5,1,,"children","children"
9012,2010,"2010",5,1,"Economic class","students","students"
9013,2010,"2010",5,1,,"special advisers","special advisers"
9014,2010,"2010",5,1,,"Britain","britain"
9015,2010,"2010",5,1,"Geography","(major cities) across England (Scotland, and Wales)","major cities across england scotland, and wales"
9016,2010,"2010",5,1,"Other","every parent","every parent"
9017,2010,"2010",5,1,"Geography","London","london"
9018,2010,"2010",5,1,"Economic class","poorest","poorest"
9019,2010,"2010",5,1,"Economic class","the poorest third of (families)","the poorest third of families"
9020,2010,"2010",5,1,"Other","veterans","veterans"
9021,2010,"2010",5,1,"Other","every parent (with a child under the age of eighteen)","every parent with a child under the age of eighteen"
9022,2010,"2010",5,1,"Economic class","(parents) on leave (i.e. on paternity or maternity leave)","parents on leave i.e. on paternity or maternity leave"
9023,2010,"2010",5,1,,"the public","the public"
9024,2010,"2010",5,1,"Geography","(major cities across England), Scotland, (and Wales)","major cities across england, scotland, and wales"
9025,2010,"2010",5,1,,"everyone","everyone"
9026,2010,"2010",5,1,"Economic class","Lower earners","lower earners"
9027,2010,"2010",5,1,"Age/generation","young people","young people"
9028,2010,"2010",5,1,,"children","children"
9029,2010,"2010",5,1,,"the country","the country"
9030,2010,"2010",5,1,"Economic class","social tenants","social tenants"
9031,2010,"2010",5,1,,"people","people"
9032,2010,"2010",5,1,,"any organisations which advocate hate or the violent overthrow of our society","any organisations which advocate hate or the violent overthrow of our society"
9033,2010,"2010",5,1,,"individual citizens","individual citizens"
9034,2010,"2010",5,1,,"good teachers","good teachers"
9035,2010,"2010",5,1,,"Britain","britain"
9036,2010,"2010",5,1,"Health","patients","patients"
9037,2010,"2010",5,1,"Other","friends","friends"
9038,2010,"2010",5,1,"Geography","Westminster","westminster"
9039,2010,"2010",5,1,,"people","people"
9040,2010,"2010",5,1,"Economic class","welfare-to-work providers","welfare-to-work providers"
9041,2010,"2010",5,1,"Health","patients","patients"
9042,2010,"2010",5,1,"Other","people on the database who have been wrongly accused of a minor crime","people on the database who have been wrongly accused of a minor crime"
9043,2010,"2010",5,1,,"citizens","citizens"
9044,2010,"2010",5,1,,"children","children"
9045,2010,"2010",5,1,"Nationality","people (i.e. foreigners)","people i.e. foreigners"
9046,2010,"2010",5,1,"Geography","(the poorest) areas  (with the worst health outcomes)","the poorest areas with the worst health outcomes"
9047,2010,"2010",5,1,"Economic class","small businesses","small businesses"
9048,2010,"2010",5,1,,"Britain","britain"
9049,2010,"2010",5,1,,"the UK","the uk"
9050,2010,"2010",5,1,"Nationality","foreign (criminals)","foreign criminals"
9051,2010,"2010",5,1,"Age/generation","thousands of young people","thousands of young people"
9052,2010,"2010",5,1,"Health","addicts","addicts"
9053,2010,"2010",5,1,"Economic class","the richest","the richest"
9054,2010,"2010",5,1,,"the UK","the uk"
9055,2010,"2010",5,1,"Economic class","the poorest (children)","the poorest children"
9056,2010,"2010",5,1,,"the UK","the uk"
9057,2010,"2010",5,1,,"people","people"
9058,2010,"2010",5,1,,"five million people","five million people"
9059,2010,"2010",5,1,,"Britain","britain"
9060,2010,"2010",5,1,"Economic class","Anyone earning over £20,000","anyone earning over £20,000"
9061,2010,"2010",5,1,,"the people","the people"
9062,2010,"2010",5,1,"Other","people who need it (i.e. Sure Start) most","people who need it i.e. sure start most"
9063,2010,"2010",5,1,,"The public","the public"
9064,2010,"2010",5,1,"Economic class","poor citizens","poor citizens"
9065,2010,"2010",5,1,"Other","parents","parents"
9066,2010,"2010",5,1,,"Millions of people in this country","millions of people in this country"
9067,2010,"2010",5,1,"Economic class","employers","employers"
9068,2010,"2010",5,1,,"Britain","britain"
9069,2010,"2010",5,1,,"the public","the public"
9070,2010,"2010",5,1,"Economic class","the poorest","the poorest"
9071,2010,"2010",5,1,,"Britain","britain"
9072,2010,"2010",5,1,"Geography","(the most deprived) parts of the country","the most deprived parts of the country"
9073,2010,"2010",5,1,,"Britain","britain"
9074,2010,"2010",5,1,"Geography","the UK","the uk"
9075,2010,"2010",5,1,"Economic class","the most deprived (parts of the country)","the most deprived parts of the country"
9076,2010,"2010",5,1,,"people","people"
9077,2010,"2010",5,1,"Other","their families (i.e. of the armed forces)","their families i.e. of the armed forces"
9078,2010,"2010",5,1,"Economic class","working people","working people"
9079,2010,"2010",5,1,,"people","people"
9080,2010,"2010",5,1,,"the UK","the uk"
9081,2010,"2010",5,1,"Geography","people in Scotland","people in scotland"
9082,2010,"2010",5,1,,"Britain","britain"
9083,2010,"2010",5,1,,"Britain","britain"
9084,2010,"2010",5,1,"Economic class","people living in poverty","people living in poverty"
9085,2010,"2010",5,1,"Economic class","every employer","every employer"
9086,2010,"2010",5,1,"Other","innocent people","innocent people"
9087,2010,"2010",5,1,,"our country","our country"
9088,2010,"2010",5,1,"Other","innocent people","innocent people"
9089,2010,"2010",5,1,"Other","all family members","all family members"
9090,2010,"2010",5,1,,"millions (i.e. of people)","millions i.e. of people"
9091,2010,"2010",5,1,,"children","children"
9092,2010,"2010",5,1,"Economic class","British banks","british banks"
9093,2010,"2010",5,1,,"children","children"
9094,2010,"2010",5,1,"Economic class","(the richest) and poorest (areas in our country)","the richest and poorest areas in our country"
9095,2010,"2010",5,1,"Geography","local (constituents)","local constituents"
9096,2010,"2010",5,1,"Economic class","the richest (and poorest areas in our country)","the richest and poorest areas in our country"
9097,2010,"2010",5,1,,"the British people","the british people"
9098,2010,"2010",5,1,"Geography","many communities","many communities"
9099,2010,"2010",5,1,"Economic class","SMEs","smes"
9100,2010,"2010",5,1,"Geography","(the richest and poorest) areas in our country","the richest and poorest areas in our country"
9101,2010,"2010",5,1,,"person","person"
9102,2010,"2010",5,1,,"People","people"
9103,2010,"2010",5,1,,"people","people"
9104,2010,"2010",5,1,"Other","(local) constituents","local constituents"
9105,2010,"2010",5,1,,"children","children"
9106,2010,"2010",5,1,,"everyone","everyone"
9107,2010,"2010",5,1,,"the public","the public"
9108,2010,"2010",5,1,"Other","(foreign) criminals","foreign criminals"
9109,2010,"2010",5,1,,"people","people"
9110,2010,"2010",5,1,"Geography","our communities","our communities"
9111,2010,"2010",5,1,"Geography","communities","communities"
9112,2010,"2010",5,1,,"The people of Britain","the people of britain"
9113,2010,"2010",5,1,,"(the poorest) children","the poorest children"
9114,2010,"2010",5,1,"Age/generation","the next generation","the next generation"
9115,2010,"2010",5,1,,"Britain","britain"
9116,2010,"2010",5,1,,"Britain","britain"
9117,2010,"2010",5,1,"Other","families","families"
9118,2010,"2010",5,1,,"the UK","the uk"
9119,2010,"2010",5,1,,"Britain","britain"
9120,2010,"2010",5,1,"Age/generation","young people","young people"
9121,2010,"2010",5,1,"Other","taxpayers","taxpayers"
9122,2010,"2010",5,1,,"other people","other people"
9123,2010,"2010",5,1,"Economic class","People in the public services","people in the public services"
9124,2010,"2010",5,1,"Economic class","disadvantaged (and dysfunctional) families","disadvantaged and dysfunctional families"
9125,2010,"2010",5,1,"Geography","Birmingham","birmingham"
9126,2010,"2010",5,1,,"many people","many people"
9127,2010,"2010",5,1,"Geography","Wales","wales"
9128,2010,"2010",5,1,,"people","people"
9129,2010,"2010",5,1,"Other","(disadvantaged) and dysfunctional families","disadvantaged and dysfunctional families"
9130,2010,"2010",5,1,"Geography","many areas of the UK","many areas of the uk"
9131,2010,"2010",5,1,,"distant bureaucrats","distant bureaucrats"
9132,2010,"2010",5,1,,"Britain","britain"
9133,2010,"2010",5,1,,"unaccountable officials (in Whitehall)","unaccountable officials in whitehall"
9134,2010,"2010",5,1,"Other","Britain's families","britain's families"
9135,2010,"2010",5,1,"Age/generation","older people","older people"
9136,2010,"2010",5,1,,"our nation","our nation"
9137,2010,"2010",5,1,,"the UK","the uk"
9138,2010,"2010",5,1,"Economic class","millions of perfectly innocent people","millions of perfectly innocent people"
9139,2010,"2010",5,1,"Economic class","firms","firms"
9140,2010,"2010",5,1,"Other","ordinary drinkers","ordinary drinkers"
9141,2010,"2010",5,1,"Other","grandparents","grandparents"
9142,2010,"2010",5,1,,"the UK","the uk"
9143,2010,"2010",5,1,"Economic class","working people","working people"
9144,2010,"2010",5,1,"Age/generation","young people","young people"
9145,2010,"2010",5,1,"Other","many families","many families"
9146,2010,"2010",5,1,,"people","people"
9147,2010,"2010",5,1,,"Britain","britain"
9148,2010,"2010",5,1,"Geography","Scotland","scotland"
9149,2010,"2010",5,1,"Geography","local people","local people"
9150,2010,"2010",5,1,"Other","the wider family","the wider family"
9151,2010,"2010",5,1,"Geography","(unaccountable official) in Whitehall","unaccountable official in whitehall"
9152,2010,"2010",5,1,"Health","patients","patients"
9153,2010,"2010",5,1,,"millions","millions"
9154,2010,"2010",5,1,"Other","voters","voters"
9155,2010,"2010",5,1,"Other","residents","residents"
9156,2010,"2010",5,1,"Other","80,000 criminals","80,000 criminals"
9157,2010,"2010",5,2,"Health","disabled adults","disabled adults"
9158,2010,"2010",5,2,"Health","frail (elderly people)","frail elderly people"
9159,2010,"2010",5,2,,"Britain","britain"
9160,2010,"2010",5,2,,"children’s","children’s"
9161,2010,"2010",5,2,"Economic class","the privileged few","the privileged few"
9162,2010,"2010",5,2,,"Britain","britain"
9163,2010,"2010",5,2,"Economic class","businesses","businesses"
9164,2010,"2010",5,2,"Economic class","the privileged few","the privileged few"
9165,2010,"2010",5,2,"Age/generation","(frail) elderly people","frail elderly people"
9166,2010,"2010",5,2,,"nurses","nurses"
9167,2010,"2010",5,2,,"doctors","doctors"
9168,2010,"2010",5,2,"Health","patients","patients"
9169,2010,"2010",5,2,,"the public","the public"
9170,2010,"2010",5,2,,"all","all"
9171,2010,"2010",5,2,"Other","families","families"
9172,2010,"2010",5,2,,"Britain","britain"
9173,2010,"2010",5,2,"Other","the many","the many"
9174,2010,"2010",5,2,,"all","all"
9175,2010,"2010",5,2,,"people","people"
9176,2010,"2010",5,2,,"Britain’s","britain’s"
9177,2010,"2010",5,2,"Health","patients","patients"
9178,2010,"2010",5,2,"Economic class","many entrepreneurs","many entrepreneurs"
9179,2010,"2010",5,2,"Other","the taxpayer","the taxpayer"
9180,2010,"2010",5,2,"Other","households","households"
9181,2010,"2010",5,2,,"people","people"
9182,2010,"2010",5,2,"Geography","our large cities","our large cities"
9183,2010,"2010",5,2,,"the British people","the british people"
9184,2010,"2010",5,2,"Economic class","all banks","all banks"
9185,2010,"2010",5,2,"Other","parents","parents"
9186,2010,"2010",5,2,"Nationality","newcomers","newcomers"
9187,2010,"2010",5,2,"Other","more families","more families"
9188,2010,"2010",5,2,"Age/generation","all young people","all young people"
9189,2010,"2010",5,2,,"Britain","britain"
9190,2010,"2010",5,2,"Other","other family members","other family members"
9191,2010,"2010",5,2,,"teachers","teachers"
9192,2010,"2010",5,2,"Economic class","high-tech firms","high-tech firms"
9193,2010,"2010",5,2,,"children [of unmarried adults]","children of unmarried adults"
9194,2010,"2010",5,2,"Health","patients","patients"
9195,2010,"2010",5,2,,"citizens","citizens"
9196,2010,"2010",5,2,"Geography","community (organisations)","community organisations"
9197,2010,"2010",5,2,,"(local) arts and cultural organisations","local arts and cultural organisations"
9198,2010,"2010",5,2,"Other","passengers","passengers"
9199,2010,"2010",5,2,"Age/generation","young people","young people"
9200,2010,"2010",5,2,"Geography","London","london"
9202,2010,"2010",5,2,,"troops","troops"
9203,2010,"2010",5,2,,"immigration officers","immigration officers"
9204,2010,"2010",5,2,,"community organisations","community organisations"
9205,2010,"2010",5,2,"Health","patients","patients"
9206,2010,"2010",5,2,"Gender","every expectant mother","every expectant mother"
9207,2010,"2010",5,2,"Other","parents","parents"
9208,2010,"2010",5,2,"Other","(low-income) pupils","low-income pupils"
9209,2010,"2010",5,2,"Age/generation","young person","young person"
9210,2010,"2010",5,2,"Age/generation","disaffected young people","disaffected young people"
9211,2010,"2010",5,2,"Geography","our great cities","our great cities"
9212,2010,"2010",5,2,"Geography","communities","communities"
9213,2010,"2010",5,2,"Geography","Wales","wales"
9214,2010,"2010",5,2,"Other","those arrested but not convicted","those arrested but not convicted"
9215,2010,"2010",5,2,,"teachers","teachers"
9216,2010,"2010",5,2,"Age/generation","older (workers)","older workers"
9217,2010,"2010",5,2,"Economic class","employee-owned companies","employee-owned companies"
9218,2010,"2010",5,2,"Economic class","start-ups","start-ups"
9219,2010,"2010",5,2,,"younger children","younger children"
9220,2010,"2010",5,2,"Economic class","businesses","businesses"
9221,2010,"2010",5,2,"Economic class","(families) in greatest need","families in greatest need"
9222,2010,"2010",5,2,"Health","patients who fail to turn up","patients who fail to turn up"
9223,2010,"2010",5,2,,"Britain","britain"
9224,2010,"2010",5,2,,"individuals","individuals"
9225,2010,"2010",5,2,"Economic class","landlords","landlords"
9226,2010,"2010",5,2,"Age/generation","young people","young people"
9227,2010,"2010",5,2,"Other","parents","parents"
9228,2010,"2010",5,2,,"all","all"
9229,2010,"2010",5,2,"Economic class","those unemployed for more than two years","those unemployed for more than two years"
9230,2010,"2010",5,2,"Economic class","low-income (pupils)","low-income pupils"
9231,2010,"2010",5,2,"Age/generation","everyone between 40 and 74","everyone between 40 and 74"
9232,2010,"2010",5,2,"Geography","every area of the country","every area of the country"
9233,2010,"2010",5,2,"Economic class","28 million (homes and) businesses (across the country)","28 million homes and businesses across the country"
9234,2010,"2010",5,2,"Other","households","households"
9235,2010,"2010",5,2,"Other","pupils’","pupils’"
9236,2010,"2010",5,2,"Other","families","families"
9237,2010,"2010",5,2,"Other","family","family"
9238,2010,"2010",5,2,,"Britain","britain"
9239,2010,"2010",5,2,"Geography","London","london"
9240,2010,"2010",5,2,"Economic class","people (from families) on low incomes","people from families on low incomes"
9241,2010,"2010",5,2,,"half a million primary school children (in families on low incomes)","half a million primary school children in families on low incomes"
9242,2010,"2010",5,2,"Economic class","domestic businesses","domestic businesses"
9243,2010,"2010",5,2,,"people","people"
9244,2010,"2010",5,2,"Economic class","entrepreneurs","entrepreneurs"
9245,2010,"2010",5,2,"Geography","neighbourhood (police teams)","neighbourhood police teams"
9246,2010,"2010",5,2,"Age/generation","older people","older people"
9247,2010,"2010",5,2,,"4.8 million children","4.8 million children"
9248,2010,"2010",5,2,"Geography","(young people from the most disadvantaged) areas","young people from the most disadvantaged areas"
9249,2010,"2010",5,2,"Geography","our communities","our communities"
9250,2010,"2010",5,2,"Geography","rural areas","rural areas"
9251,2010,"2010",5,2,"Economic class","the acquiring company [in a takeover]","the acquiring company in a takeover"
9252,2010,"2010",5,2,"Other","gangs","gangs"
9253,2010,"2010",5,2,,"our country","our country"
9254,2010,"2010",5,2,"Other","parents","parents"
9255,2010,"2010",5,2,"Economic class","thousands of firms","thousands of firms"
9256,2010,"2010",5,2,,"our armed forces","our armed forces"
9257,2010,"2010",5,2,"Economic class","public-sector workers","public-sector workers"
9258,2010,"2010",5,2,"Other","the majority of their constituents voting at each election","the majority of their constituents voting at each election"
9259,2010,"2010",5,2,,"everyone","everyone"
9260,2010,"2010",5,2,"Health","patient","patient"
9261,2010,"2010",5,2,"Other","(working) parents","working parents"
9262,2010,"2010",5,2,"Nationality","newcomers","newcomers"
9263,2010,"2010",5,2,"Geography","communities","communities"
9264,2010,"2010",5,2,"Other","families","families"
9265,2010,"2010",5,2,"Geography","communities","communities"
9266,2010,"2010",5,2,"Economic class","businesses","businesses"
9267,2010,"2010",5,2,,"service personnel","service personnel"
9268,2010,"2010",5,2,"Other","criminals who don’t go to prison","criminals who don’t go to prison"
9269,2010,"2010",5,2,,"Britain’s","britain’s"
9270,2010,"2010",5,2,,"all","all"
9271,2010,"2010",5,2,"Economic class","innovative and fast-growing companies","innovative and fast-growing companies"
9272,2010,"2010",5,2,"Age/generation","young person","young person"
9273,2010,"2010",5,2,,"(disabled) children","disabled children"
9274,2010,"2010",5,2,"Geography","rural communities","rural communities"
9275,2010,"2010",5,2,"Geography","Birmingham","birmingham"
9276,2010,"2010",5,2,"Economic class","the lowest paid","the lowest paid"
9277,2010,"2010",5,2,"Other","the taxpayer","the taxpayer"
9278,2010,"2010",5,2,,"the public’s","the public’s"
9279,2010,"2010",5,2,"Geography","cities","cities"
9280,2010,"2010",5,2,,"teaching assistants","teaching assistants"
9281,2010,"2010",5,2,"Geography","rural communities","rural communities"
9282,2010,"2010",5,2,"Age/generation","teenagers","teenagers"
9283,2010,"2010",5,2,"Other","families","families"
9284,2010,"2010",5,2,,"Britain","britain"
9285,2010,"2010",5,2,"Economic class","people on lower incomes","people on lower incomes"
9286,2010,"2010",5,2,,"the very best people","the very best people"
9287,2010,"2010",5,2,"Geography","communities","communities"
9288,2010,"2010",5,2,,"people","people"
9289,2010,"2010",5,2,"Other","families","families"
9290,2010,"2010",5,2,,"Registered Supporters Trusts","registered supporters trusts"
9291,2010,"2010",5,2,"Other","all families","all families"
9292,2010,"2010",5,2,,"lobbyists","lobbyists"
9293,2010,"2010",5,2,,"lobbyists","lobbyists"
9294,2010,"2010",5,2,"Geography","local (pharmacists)","local pharmacists"
9295,2010,"2010",5,2,"Economic class","someone who has found it difficult to get into work","someone who has found it difficult to get into work"
9296,2010,"2010",5,2,,"community and social enterprises","community and social enterprises"
9297,2010,"2010",5,2,"Health","patients","patients"
9298,2010,"2010",5,2,"Economic class","businesses","businesses"
9299,2010,"2010",5,2,"Economic class","workers","workers"
9300,2010,"2010",5,2,"Other","parents who choose to work more flexibly","parents who choose to work more flexibly"
9301,2010,"2010",5,2,,"everyone","everyone"
9302,2010,"2010",5,2,"Geography","the community","the community"
9303,2010,"2010",5,2,,"ordinary people","ordinary people"
9304,2010,"2010",5,2,"Other","those who want to leave gang life","those who want to leave gang life"
9305,2010,"2010",5,2,,"people","people"
9306,2010,"2010",5,2,"Health","patient","patient"
9307,2010,"2010",5,2,"Economic class","(young people) in the most deprived (parts of the country)","young people in the most deprived parts of the country"
9308,2010,"2010",5,2,"Economic class","small and medium sized enterprises (SMEs)","small and medium sized enterprises smes"
9309,2010,"2010",5,2,"Age/generation","the over-75s","the over-75s"
9310,2010,"2010",5,2,"Economic class","pensioners","pensioners"
9311,2010,"2010",5,2,"Economic class","small businesses","small businesses"
9312,2010,"2010",5,2,,"teaching assistants","teaching assistants"
9313,2010,"2010",5,2,,"carers [in the health sense]","carers in the health sense"
9314,2010,"2010",5,2,"Economic class","all employees","all employees"
9315,2010,"2010",5,2,,"children","children"
9316,2010,"2010",5,2,,"(local) pharmacists","local pharmacists"
9317,2010,"2010",5,2,,"every child","every child"
9318,2010,"2010",5,2,"Other","three million eligible voters","three million eligible voters"
9319,2010,"2010",5,2,,"every child","every child"
9320,2010,"2010",5,2,"Geography","those from the West Midlands","those from the west midlands"
9321,2010,"2010",5,2,,"Britain","britain"
9322,2010,"2010",5,2,"Geography","rural communities","rural communities"
9323,2010,"2010",5,2,"Other","citizens","citizens"
9324,2010,"2010",5,2,"Geography","rural (businesses)","rural businesses"
9325,2010,"2010",5,2,,"people’s","people’s"
9326,2010,"2010",5,2,,"Britain","britain"
9327,2010,"2010",5,2,"Other","individual pupils","individual pupils"
9328,2010,"2010",5,2,"Health","people with health conditions","people with health conditions"
9329,2010,"2010",5,2,,"the best apprentices","the best apprentices"
9330,2010,"2010",5,2,,"Britain","britain"
9331,2010,"2010",5,2,,"Britain","britain"
9332,2010,"2010",5,2,"Age/generation","young people","young people"
9333,2010,"2010",5,2,"Economic class","millions of low-paid workers","millions of low-paid workers"
9334,2010,"2010",5,2,,"Britain","britain"
9335,2010,"2010",5,2,"Geography","communities","communities"
9336,2010,"2010",5,2,"Economic class","all employees","all employees"
9337,2010,"2010",5,2,"Economic class","small and medium sized enterprises (SMEs)","small and medium sized enterprises smes"
9338,2010,"2010",5,2,,"citizens","citizens"
9339,2010,"2010",5,2,"Economic class","previously neglected (communities)","previously neglected communities"
9340,2010,"2010",5,2,"Economic class","working people","working people"
9341,2010,"2010",5,2,"Health","patients","patients"
9342,2010,"2010",5,2,,"the voluntary and community sector","the voluntary and community sector"
9343,2010,"2010",5,2,"Geography","the North","the north"
9344,2010,"2010",5,2,"Geography","London","london"
9345,2010,"2010",5,2,"Age/generation","the most artistically gifted young people","the most artistically gifted young people"
9346,2010,"2010",5,2,"Age/generation","young people","young people"
9347,2010,"2010",5,2,,"our troops","our troops"
9348,2010,"2010",5,2,,"the public","the public"
9349,2010,"2010",5,2,"Geography","throughout the country","throughout the country"
9350,2010,"2010",5,2,"Geography","our communities","our communities"
9351,2010,"2010",5,2,"Age/generation","older people","older people"
9352,2010,"2010",5,2,,"everyone","everyone"
9353,2010,"2010",5,2,"Economic class","entrepreneurs","entrepreneurs"
9354,2010,"2010",5,2,,"three and four year olds","three and four year olds"
9355,2010,"2010",5,2,,"everyone","everyone"
9356,2010,"2010",5,2,"Economic class","co-operative franchise enterprises","co-operative franchise enterprises"
9357,2010,"2010",5,2,"Geography","local people","local people"
9358,2010,"2010",5,2,,"everyone’s","everyone’s"
9359,2010,"2010",5,2,"Age/generation","a quarter of a million young people","a quarter of a million young people"
9360,2010,"2010",5,2,,"loan sharks","loan sharks"
9361,2010,"2010",5,2,,"all","all"
9362,2010,"2010",5,2,"Health","the most seriously injured","the most seriously injured"
9363,2010,"2010",5,2,"Economic class","institutional shareholders","institutional shareholders"
9364,2010,"2010",5,2,"Economic class","all vulnerable (young mothers)","all vulnerable young mothers"
9365,2010,"2010",5,2,"Economic class","low-income (communities)","low-income communities"
9366,2010,"2010",5,2,"Other","busy families","busy families"
9367,2010,"2010",5,2,,"people","people"
9368,2010,"2010",5,2,"Economic class","payday or doorstep lenders","payday or doorstep lenders"
9369,2010,"2010",5,2,"Other","parents","parents"
9370,2010,"2010",5,2,,"volunteers","volunteers"
9371,2010,"2010",5,2,"Geography","around the country","around the country"
