id,year1,month,sourname,claimsta,claimpar,objid,objtype,objdim,subtype,subparty,subpres,reltype,reldirec,vers
10496,2015,5,1,1,"Conservative Party","independent energy suppliers","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10497,2015,5,1,1,"Conservative Party","those who really need it","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10499,2015,5,1,1,"Conservative Party","(troubled) young people","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Both directions",1
10500,2015,5,1,1,"Conservative Party","top graduates","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10501,2015,5,1,1,"Conservative Party","anyone who dies before the age of 75","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Positive/associate",1
10502,2015,5,1,1,"Conservative Party","the people of Northern Ireland","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10503,2015,5,1,1,"Conservative Party","young people","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Positive/associate",1
10504,2015,5,1,1,"Conservative Party","young people","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Positive/associate",1
10505,2015,5,1,1,"Conservative Party","your community","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
10506,2015,5,1,1,"Conservative Party","the British people","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
10507,2015,5,1,1,"Conservative Party","students (from disadvantaged backgrounds)","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10508,2015,5,1,1,"Conservative Party","smallest businesses","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10509,2015,5,1,1,"Conservative Party","your children","Other",,1,"Conservative Party",1,"Direct","Positive/associate",1
10510,2015,5,1,1,"Conservative Party","people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10511,2015,5,1,1,"Conservative Party","gay people","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10512,2015,5,1,1,"Conservative Party","Leeds","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10513,2015,5,1,1,"Conservative Party","the East’s","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10514,2015,5,1,1,"Conservative Party","people of all religions","Social group","Religion",1,"Conservative Party",1,"Direct","Positive/associate",1
10515,2015,5,1,1,"Conservative Party","the capital’s","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10516,2015,5,1,1,"Conservative Party","people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10517,2015,5,1,1,"Conservative Party","women","Social group","Gender",1,"Conservative Party",1,"Indirect","Positive/associate",1
10518,2015,5,1,1,"Conservative Party","our nation","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10519,2015,5,1,1,"Conservative Party","apprentices","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10521,2015,5,1,1,"Conservative Party","farmers","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10522,2015,5,1,1,"Conservative Party","vulnerable witnesses","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10523,2015,5,1,1,"Conservative Party","Britain","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
10524,2015,5,1,1,"Conservative Party","your child","Other",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10525,2015,5,1,1,"Conservative Party","students","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10526,2015,5,1,1,"Conservative Party","tourists","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10527,2015,5,1,1,"Conservative Party","children","Other",,1,"Conservative Party",1,"Direct","Positive/associate",1
10528,2015,5,1,1,"Conservative Party","non-religious people","Social group","Religion",1,"Conservative Party",1,"Direct","Positive/associate",1
10529,2015,5,1,1,"Conservative Party","entrepreneurs","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10530,2015,5,1,1,"Conservative Party","young person's","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Positive/associate",1
10531,2015,5,1,1,"Conservative Party","the South West","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10532,2015,5,1,1,"Conservative Party","the British people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10533,2015,5,1,1,"Conservative Party","businesses","Social group","Economic class",1,"Conservative Party",1,"Direct","Positive/associate",1
10534,2015,5,1,1,"Conservative Party","England","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10536,2015,5,1,1,"Conservative Party","homeowners","Social group","Economic class",1,"Conservative Party",1,"Direct","Positive/associate",1
10538,2015,5,1,1,"Conservative Party","your local community","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
10539,2015,5,1,1,"Conservative Party","public servants","Social group","Economic class",1,"Conservative Party",1,"Direct","Positive/associate",1
10540,2015,5,1,1,"Conservative Party","England","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10541,2015,5,1,1,"Conservative Party","England and Wales","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10542,2015,5,1,1,"Conservative Party","Northern Ireland","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
10543,2015,5,1,1,"Conservative Party","women","Social group","Gender",1,"Conservative Party",1,"Indirect","Positive/associate",1
10544,2015,5,1,1,"Conservative Party","businesses that employ illegal workers","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10545,2015,5,1,1,"Conservative Party","people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10546,2015,5,1,1,"Conservative Party","farmers","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10547,2015,5,1,1,"Conservative Party","child's","Other",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10548,2015,5,1,1,"Conservative Party","taxpayers","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10549,2015,5,1,1,"Conservative Party","those people [charged with indecency for being gay]","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10551,2015,5,1,1,"Conservative Party","consultant lobbyists","Professional group",,1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10552,2015,5,1,1,"Conservative Party","the people of Northern Ireland","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
10553,2015,5,1,1,"Conservative Party","first-time exporters","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10554,2015,5,1,1,"Conservative Party","communities experiencing high and unexpected volumes of immigration","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10555,2015,5,1,1,"Conservative Party","your loved-ones","Social group","Other",1,"Conservative Party",2,"Direct","Positive/associate",1
10556,2015,5,1,1,"Conservative Party","thousands more nurses","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10557,2015,5,1,1,"Conservative Party","(first-time buyers) under 40","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Positive/associate",1
10558,2015,5,1,1,"Conservative Party","journalists'","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10560,2015,5,1,1,"Conservative Party","British firms","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10561,2015,5,1,1,"Conservative Party","British business","Social group","Economic class",1,"Conservative Party",2,"Direct","Positive/associate",1
10562,2015,5,1,1,"Conservative Party","those on incapacity benefits","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10563,2015,5,1,1,"Conservative Party","the British people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10564,2015,5,1,1,"Conservative Party","Lesbian, Gay, Bisexual and Transgender people","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10565,2015,5,1,1,"Conservative Party","new mothers","Social group","Gender",1,"Conservative Party",1,"Indirect","Positive/associate",1
10566,2015,5,1,1,"Conservative Party","Armed Forces","Professional group",,1,"Conservative Party",1,"Direct","Positive/associate",1
10567,2015,5,1,1,"Conservative Party","the children (who need it most)","Other",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10568,2015,5,1,1,"Conservative Party","sexual violence victims'","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10569,2015,5,1,1,"Conservative Party","your loved ones","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10570,2015,5,1,1,"Conservative Party","their community","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10572,2015,5,1,1,"Conservative Party","(skilled) foreign (workers)","Social group","Nationality",1,"Conservative Party",1,"Indirect","Both directions",1
10573,2015,5,1,1,"Conservative Party","Wales","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10574,2015,5,1,1,"Conservative Party","the British people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10576,2015,5,1,1,"Conservative Party","victims","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10577,2015,5,1,1,"Conservative Party","(young) apprentices (under 25)","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10578,2015,5,1,1,"Conservative Party","individuals","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10579,2015,5,1,1,"Conservative Party","England and Wales","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10580,2015,5,1,1,"Conservative Party","over 26 million people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10581,2015,5,1,1,"Conservative Party","Hull","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10582,2015,5,1,1,"Conservative Party","young Brits","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Positive/associate",1
10583,2015,5,1,1,"Conservative Party","residents","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10584,2015,5,1,1,"Conservative Party","new and existing challenger banks","Social group","Economic class",1,"Conservative Party",1,"Direct","Positive/associate",1
10585,2015,5,1,1,"Conservative Party","food producers","Social group","Economic class",1,"Conservative Party",1,"Direct","Positive/associate",1
10586,2015,5,1,1,"Conservative Party","neighbourhoods","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
10587,2015,5,1,1,"Conservative Party","the families of those who serve","Social group","Other",1,"Conservative Party",1,"Direct","Positive/associate",1
10588,2015,5,1,1,"Conservative Party","Wales","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10589,2015,5,1,1,"Conservative Party","more than 60,000 people","Social group","Health",1,"Conservative Party",1,"Indirect","Positive/associate",1
10590,2015,5,1,1,"Conservative Party","firms","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10591,2015,5,1,1,"Conservative Party","England and Wales","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10592,2015,5,1,1,"Conservative Party","every city","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10593,2015,5,1,1,"Conservative Party","(women) offenders","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10594,2015,5,1,1,"Conservative Party","(foreign) criminals","Social group","Other",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10595,2015,5,1,1,"Conservative Party","Armed Forces","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10596,2015,5,1,1,"Conservative Party","families","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10597,2015,5,1,1,"Conservative Party","across the whole of the UK","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10598,2015,5,1,1,"Conservative Party","the public","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10599,2015,5,1,1,"Conservative Party","people who might benefit from treatment","Social group","Health",1,"Conservative Party",1,"Indirect","Positive/associate",1
10600,2015,5,1,1,"Conservative Party","prisoners","Social group","Other",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10601,2015,5,1,1,"Conservative Party","(first-time buyers) under 40","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Positive/associate",1
10602,2015,5,1,1,"Conservative Party","local people","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10603,2015,5,1,1,"Conservative Party","children","Other",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10604,2015,5,1,1,"Conservative Party","(first time buyers) under the age of 40","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Positive/associate",1
10605,2015,5,1,1,"Conservative Party","disabled people","Social group","Health",1,"Conservative Party",1,"Direct","Positive/associate",1
10606,2015,5,1,1,"Conservative Party","teachers","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10607,2015,5,1,1,"Conservative Party","the British people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10608,2015,5,1,1,"Conservative Party","everyone over 75","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Positive/associate",1
10609,2015,5,1,1,"Conservative Party","Britain","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
10610,2015,5,1,1,"Conservative Party","the five million Britons who live abroad","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10611,2015,5,1,1,"Conservative Party","employers who do not pay the minimum wage","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10612,2015,5,1,1,"Conservative Party","our nation","General public",,1,"Conservative Party",2,"Direct","Positive/associate",1
10613,2015,5,1,1,"Conservative Party","(young first-time buyers) spread right across our country","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10614,2015,5,1,1,"Conservative Party","the licence fee payer","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10615,2015,5,1,1,"Conservative Party","the richest","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10616,2015,5,1,1,"Conservative Party","people’s","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10617,2015,5,1,1,"Conservative Party","hardworking taxpayers","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10618,2015,5,1,1,"Conservative Party","journalists","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10619,2015,5,1,1,"Conservative Party","Armed Forces","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10621,2015,5,1,1,"Conservative Party","transgender people","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10622,2015,5,1,1,"Conservative Party","banks","Social group","Economic class",1,"Conservative Party",1,"Direct","Indiscernible",1
10623,2015,5,1,1,"Conservative Party","their community","Social group","Geography",1,"Conservative Party",2,"Direct","Positive/associate",1
10624,2015,5,1,1,"Conservative Party","start-ups","Social group","Economic class",1,"Conservative Party",1,"Direct","Positive/associate",1
10625,2015,5,1,1,"Conservative Party","families (where all parents are working)","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10626,2015,5,1,1,"Conservative Party","those who need help","Social group","Economic class",1,"Conservative Party",2,"Direct","Positive/associate",1
10627,2015,5,1,1,"Conservative Party","the North","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10628,2015,5,1,1,"Conservative Party","towns and cities","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10629,2015,5,1,1,"Conservative Party","children","Other",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10630,2015,5,1,1,"Conservative Party","foreign (criminals)","Social group","Nationality",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10631,2015,5,1,1,"Conservative Party","women-led businesses","Social group","Economic class",1,"Conservative Party",1,"Direct","Positive/associate",1
10633,2015,5,1,1,"Conservative Party","Leeds","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10634,2015,5,1,1,"Conservative Party","people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10635,2015,5,1,1,"Conservative Party","young people (claiming out-of-work benefits)","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10636,2015,5,1,1,"Conservative Party","Britain’s","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10637,2015,5,1,1,"Conservative Party","Liverpool","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10638,2015,5,1,1,"Conservative Party","passengers","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10640,2015,5,1,1,"Conservative Party","those who need it [welfare]","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10641,2015,5,1,1,"Conservative Party","(areas) which have grown more slowly","Social group","Economic class",1,"Conservative Party",1,"Direct","Positive/associate",1
10642,2015,5,1,1,"Conservative Party","patient groups","Interest group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10643,2015,5,1,1,"Conservative Party","women","Social group","Gender",1,"Conservative Party",1,"Direct","Positive/associate",1
10644,2015,5,1,1,"Conservative Party","Britain","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
10645,2015,5,1,1,"Conservative Party","300,000 children","Other",,1,"Conservative Party",2,"Direct","Positive/associate",1
10647,2015,5,1,1,"Conservative Party","start-ups","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10648,2015,5,1,1,"Conservative Party","those who are not online","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10649,2015,5,1,1,"Conservative Party","British taxpayers","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10650,2015,5,1,1,"Conservative Party","Britain","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
10651,2015,5,1,1,"Conservative Party","Britain","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
10653,2015,5,1,1,"Conservative Party","people working in large companies","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10654,2015,5,1,1,"Conservative Party","local communities","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10655,2015,5,1,1,"Conservative Party","local people","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
10656,2015,5,1,1,"Conservative Party","train companies","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10657,2015,5,1,1,"Conservative Party","lower-paid, lower- skilled workers (coming to Britain)","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10658,2015,5,1,1,"Conservative Party","Great Yarmouth","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10659,2015,5,1,1,"Conservative Party","voluntary groups","Interest group",,1,"Conservative Party",1,"Direct","Positive/associate",1
10660,2015,5,1,1,"Conservative Party","our nation","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
10661,2015,5,1,1,"Conservative Party","Cambridgeshire","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10662,2015,5,1,1,"Conservative Party","patients’","Social group","Health",1,"Conservative Party",1,"Indirect","Positive/associate",1
10664,2015,5,1,1,"Conservative Party","over 200,000 people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10666,2015,5,1,1,"Conservative Party","your family","Social group","Other",1,"Conservative Party",1,"Direct","Positive/associate",1
10667,2015,5,1,1,"Conservative Party","their area","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10668,2015,5,1,1,"Conservative Party","good teachers","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10669,2015,5,1,1,"Conservative Party","18-21 year-olds","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10670,2015,5,1,1,"Conservative Party","every child","Other",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10671,2015,5,1,1,"Conservative Party","service personnel","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10672,2015,5,1,1,"Conservative Party","90 per cent of the UK landmass","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10673,2015,5,1,1,"Conservative Party","every working household","Social group","Economic class",1,"Conservative Party",2,"Indirect","Positive/associate",1
10674,2015,5,1,1,"Conservative Party","Northern Ireland","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
10675,2015,5,1,1,"Conservative Party","women (offenders)","Social group","Gender",1,"Conservative Party",1,"Indirect","Positive/associate",1
10676,2015,5,1,1,"Conservative Party","teachers able to teach Mandarin","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10677,2015,5,1,1,"Conservative Party","people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10678,2015,5,1,1,"Conservative Party","EU migrants","Social group","Nationality",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10680,2015,5,1,1,"Conservative Party","Britain","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
10681,2015,5,1,1,"Conservative Party","foreign (workers)","Social group","Nationality",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10682,2015,5,1,1,"Conservative Party","those who have been unemployed for years","Social group","Economic class",1,"Conservative Party",1,"Direct","Positive/associate",1
10683,2015,5,1,1,"Conservative Party","victims of sexual violence","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10684,2015,5,1,1,"Conservative Party","British nationals travelling abroad to fight","Social group","Other",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10685,2015,5,1,1,"Conservative Party","hardworking taxpayers","Social group","Economic class",1,"Conservative Party",2,"Direct","Positive/associate",1
10686,2015,5,1,1,"Conservative Party","Greater Manchester","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10687,2015,5,1,1,"Conservative Party","social enterprise","Interest group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10688,2015,5,1,1,"Conservative Party","employers'","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10689,2015,5,1,1,"Conservative Party","disabled people","Social group","Health",1,"Conservative Party",1,"Indirect","Positive/associate",1
10690,2015,5,1,1,"Conservative Party","pensioners","Social group","Economic class",1,"Conservative Party",1,"Direct","Positive/associate",1
10691,2015,5,1,1,"Conservative Party","foreign national (offenders)","Social group","Nationality",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10692,2015,5,1,1,"Conservative Party","England","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10693,2015,5,1,1,"Conservative Party","over three million more adults","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
10695,2015,5,1,1,"Conservative Party","children's","Other",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10696,2015,5,1,1,"Conservative Party","the Midlands","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10698,2015,5,1,1,"Conservative Party","the millions who work hard","Social group","Economic class",1,"Conservative Party",2,"Direct","Positive/associate",1
10699,2015,5,1,1,"Conservative Party","the most vulnerable in our society","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10700,2015,5,1,1,"Conservative Party","3 million more adults","General public",,1,"Conservative Party",2,"Direct","Positive/associate",1
10701,2015,5,1,1,"Conservative Party","the richest","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10702,2015,5,1,1,"Conservative Party","thousands of people being supported by Fit for Work","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10703,2015,5,1,1,"Conservative Party","police officers","Professional group",,1,"Conservative Party",1,"Direct","Positive/associate",1
10704,2015,5,1,1,"Conservative Party","those who need it [welfare]","Social group","Economic class",1,"Conservative Party",2,"Direct","Positive/associate",1
10705,2015,5,1,1,"Conservative Party","its great cities and towns","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
10706,2015,5,1,1,"Conservative Party","those who risked their lives [armed services]","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10707,2015,5,1,1,"Conservative Party","(foreign national) offenders","Social group","Other",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10709,2015,5,1,1,"Conservative Party","tech companies","Social group","Economic class",1,"Conservative Party",1,"Direct","Positive/associate",1
10710,2015,5,1,1,"Conservative Party","those receiving the Personal Independence Payment","Social group","Health",1,"Conservative Party",1,"Indirect","Positive/associate",1
10711,2015,5,1,1,"Conservative Party","around the country","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
10712,2015,5,1,1,"Conservative Party","everyone","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10713,2015,5,1,1,"Conservative Party","over 130,000 young people","Social group","Age/generation",1,"Conservative Party",2,"Direct","Positive/associate",1
10714,2015,5,1,1,"Conservative Party","every community","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
10715,2015,5,1,1,"Conservative Party","anybody working 30 hours on the Minimum Wage","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10716,2015,5,1,1,"Conservative Party","working (parents of 3 and 4-year-olds)","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10717,2015,5,1,1,"Conservative Party","local (traders)","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10719,2015,5,1,1,"Conservative Party","families","Social group","Other",1,"Conservative Party",2,"Direct","Positive/associate",1
10721,2015,5,1,1,"Conservative Party","employers","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10723,2015,5,1,1,"Conservative Party","full-time unpaid carers","Social group","Other",1,"Conservative Party",1,"Direct","Positive/associate",1
10724,2015,5,1,1,"Conservative Party","small firms","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10725,2015,5,1,1,"Conservative Party","parts where populations have been rising","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10726,2015,5,1,1,"Conservative Party","business","Social group","Economic class",1,"Conservative Party",1,"Direct","Positive/associate",1
10727,2015,5,1,1,"Conservative Party","local communities","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10728,2015,5,1,1,"Conservative Party","(students) from disadvantaged backgrounds","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10729,2015,5,1,1,"Conservative Party","country","General public",,2,"Conservative Party",1,"Direct","Positive/associate",1
10730,2015,5,1,1,"Conservative Party","first time buyers (under the age of 40)","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10731,2015,5,1,1,"Conservative Party","Manchester","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10732,2015,5,1,1,"Conservative Party","local people","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10733,2015,5,1,1,"Conservative Party","businesses","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10734,2015,5,1,1,"Conservative Party","Cambridge","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10735,2015,5,1,1,"Conservative Party","internet service providers [providing illegal content]","Social group","Economic class",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
10736,2015,5,1,1,"Conservative Party","England","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10737,2015,5,1,1,"Conservative Party","married couples","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
10738,2015,5,1,1,"Conservative Party","young people","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Positive/associate",1
10739,2015,5,1,1,"Conservative Party","first-time buyers","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
10740,2015,5,1,1,"Conservative Party","local communities","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
10741,2015,5,1,1,"Conservative Party","people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10742,2015,5,1,1,"Conservative Party","Britain’s","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
10743,2015,5,1,1,"Conservative Party","over 200,000 people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
10744,2015,5,1,1,"Conservative Party","people in every part of the country","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
10745,2015,5,1,1,"Conservative Party","talented people from all communities and walks of life","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
10746,2015,5,1,1,"Conservative Party","thousands of midwives","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
