id,year,party,text,majortopic,majortopic_label,majortopic_recoded_label
27752,2010,lab,Housing Benefit will be reformed to ensure that we do not subsidise people to live in the private sector on rents that other ordinary working families could not afford,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27753,2010,lab,And we will continue to crack down on those who try to cheat the benefit system,13,Social Welfare,Social Welfare
27754,2010,lab,Making work pay,5,Labour and Employment,Labour and Employment
27755,2010,lab,The National Minimum Wage is one of our proudest achievements,5,Labour and Employment,Labour and Employment
27756,2010,lab,It protects and sustains millions of lowpaid workers,5,Labour and Employment,Labour and Employment
27757,2010,lab,"To ensure that the lowest paid share fairly in rising prosperity, the Low Pay Commission s remit will have the goal of the National Minimum Wage rising at least in line with average earnings over the period to 2015",5,Labour and Employment,Labour and Employment
27758,2010,lab,"To underline our commitment to helping the lowest paid we will ask all Whitehall Departments, within their allocated budgets, to follow the lead of those who already pay the Living Wage",5,Labour and Employment,Labour and Employment
27759,2010,lab,This will be supported by measures to address high pay in the public sector - reducing pay-bill pressure in the years ahead,5,Labour and Employment,Labour and Employment
27760,2010,lab,"To ensure that work pays, we will guarantee that when someone who has found it difficult to get into work comes off benefits, their family will be at least £40 a week better off",5,Labour and Employment,Labour and Employment
27761,2010,lab,This is our Better Off in Work guarantee: together the National Minimum Wage and tax credits should always make work pay,5,Labour and Employment,Labour and Employment
27762,2010,lab,And we will consult on further reforms to simplify the benefits system and make sure it gives people the right incentives and personal support to get into work and progress in their jobs,5,Labour and Employment,Labour and Employment
27763,2010,lab,We want everyone to have better prospects in work,5,Labour and Employment,Labour and Employment
27764,2010,lab,"We will give the Low Pay Commission additional responsibilities to report on productivity and career progression in low-skilled, lowpaid sectors, bringing together representatives from the business community and social partners",5,Labour and Employment,Labour and Employment
27765,2010,lab,Getting ahead: investing in you,5,Labour and Employment,Labour and Employment
27766,2010,lab,"As we restore full employment to the British economy, we will seek to make work more fulfilling and secure",5,Labour and Employment,Labour and Employment
27767,2010,lab,That means helping people to improve their skills,5,Labour and Employment,Labour and Employment
27768,2010,lab,"We have rescued the apprenticeship system supporting more than 250,000 places a year, and we will now expand technician-level apprenticeships to ensure Britain has the skills it needs for the future",5,Labour and Employment,Labour and Employment
27769,2010,lab,We have legislated for a right to request time for training and will continue to invest in workplace training through Train to Gain,5,Labour and Employment,Labour and Employment
27770,2010,lab,New Skills Accounts will enable every worker to make choices that drive improvement and quality in the skills system,5,Labour and Employment,Labour and Employment
27771,2010,lab,"Accounts will help learners know what training they are entitled to, the level of funding available and the benefits of training for their careers",5,Labour and Employment,Labour and Employment
27772,2010,lab,But good work is about more than just skills,5,Labour and Employment,Labour and Employment
27773,2010,lab,Stronger employee engagement improves innovation and productivity: we will continue to promote more effective employee engagement in the workplace,5,Labour and Employment,Labour and Employment
27774,2010,lab,Improving your living standards,13,Social Welfare,Social Welfare
27775,2010,lab,Our aim is to put more wealth in the hands of the British people,1,Macroeconomics,Macroeconomics
27776,2010,lab,We have done all we can to keep mortgage rates low at 0.5 per cent during this recession compared to 15 per cent in the 1990s and will continue to do so in the future,15,"Banking, Finance and Domestic Commerce",other
27777,2010,lab,"The direct tax and benefit measures introduced since 1997 mean that in 2010- 11, households will be £1,450 a year better off on average",1,Macroeconomics,Macroeconomics
27778,2010,lab,A family with one child and one person working full time will have a minimum income of £310 a week in October 2010 - 27 per cent higher in real terms than in 1999,1,Macroeconomics,Macroeconomics
27779,2010,lab,Tax credits will be increased not cut,1,Macroeconomics,Macroeconomics
27780,2010,lab,"As family budgets are under greater pressure, we will do more to help people with the cost of living",1,Macroeconomics,Macroeconomics
27781,2010,lab,Council Tax increases have fallen to their lowest ever rate and we expect them to stay low,1,Macroeconomics,Macroeconomics
27782,2010,lab,"There will be more help with energy bills through the Social Tariff and Winter Fuel Payments,",13,Social Welfare,Social Welfare
27783,2010,lab,and we will work with the regulator to promote greater competition and diversity in the supply of energy to ensure falling wholesale prices get passed onto households in lower bills,13,Social Welfare,Social Welfare
27784,2010,lab,Fairness at work,5,Labour and Employment,Labour and Employment
27785,2010,lab,"We will strive to ensure fairness at work for all employees, continuing our crackdown on exploitative gang-masters and rogue employers",5,Labour and Employment,Labour and Employment
27786,2010,lab,"In all sectors the law must be upheld, properly enforcing safety and employment rights, and tackling tax avoidance",5,Labour and Employment,Labour and Employment
27787,2010,lab,We will extend the licensing approach to labour providers in the construction industry if the evidence shows that is the best way to enforce employment rights,5,Labour and Employment,Labour and Employment
27788,2010,lab,We have strengthened HMRC s enforcement of the minimum wage,5,Labour and Employment,Labour and Employment
27789,2010,lab,In future it will cooperate more closely with local authorities to enforce minimum wage legislation,5,Labour and Employment,Labour and Employment
27790,2010,lab,We are enacting the Agency Workers Directive to offer additional protection to agency workers in relation to pay and conditions,5,Labour and Employment,Labour and Employment
27791,2010,lab,"New legislation and the Equality and Human Rights Commission will ensure that people are not held back at work because of their gender, age, disability, race and religious or sexual orientation",2,"Civil Rights, Minority Issues, Immigration and Civil Liberties","Civil Rights, Minority Issues, Immigration and Civil Liberties"
27792,2010,lab,"The new Equality Act will be enforced, promoting fairness across our society",2,"Civil Rights, Minority Issues, Immigration and Civil Liberties","Civil Rights, Minority Issues, Immigration and Civil Liberties"
27793,2010,lab,The public duty to promote equality of opportunity is being extended,2,"Civil Rights, Minority Issues, Immigration and Civil Liberties","Civil Rights, Minority Issues, Immigration and Civil Liberties"
27794,2010,lab,"We will encourage employers to make greater use of pay reviews and equality checks to eliminate unfair pay gaps, including inequalities in pay between men and women",2,"Civil Rights, Minority Issues, Immigration and Civil Liberties","Civil Rights, Minority Issues, Immigration and Civil Liberties"
27795,2010,lab,"Modern trade unions are an important part of our society and economy, providing protection and advice for employees, and working for equality and greater fairness in the workplace",5,Labour and Employment,Labour and Employment
27796,2010,lab,We welcome their positive role in encouraging partnership and productivity,5,Labour and Employment,Labour and Employment
27797,2010,lab,More home ownership,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27798,2010,lab,Owning your own home is the aspiration of most families,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27799,2010,lab,"We want as many people as possible to share in the benefits of home ownership, and to have a stake in an affordable home",14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27800,2010,lab,That everyone has access to a decent home at a price they can afford is a central Labour ambition,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27801,2010,lab,"We will widen home ownership: over 160,000 households have been supported into ownership through government action since 1997",14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27802,2010,lab,"We will exempt purchases below £250,000 from stamp duty for the next two years, benefiting more than nine out of ten first-time buyers",14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27803,2010,lab,This will be paid for by increasing stamp duty to five per cent for homes worth more than £1 million,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27804,2010,lab,Our highly popular Home Buy Direct scheme will continue,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27805,2010,lab,We will work with Housing Associations to develop a new form of affordable housing targeted at working families on modest incomes who struggle in the private sector and rarely qualify for social housing,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27806,2010,lab,This will focus on enabling working people to rent an affordable home at below market rates while they build up an equity stake,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27807,2010,lab,"We have acted decisively to make repossession the last resort, helping over 330,000 families stay in their homes so that repossessions are running at around half the rate of the early 1990s recession",14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27808,2010,lab,"We will now strengthen regulation to ensure consistent standards of consumer protection from repossession, making the FSA responsible for the regulation of all mortgages",14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27809,2010,lab,"This means transferring second charge loans such as debt consolidation loans, which are often issued by sub-prime lenders, into the FSA s tougher regime guaranteeing equal protection for homeowners",14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27810,2010,lab,"We are investing £7-5 billion over two years to 2011 to build new houses, delivering 110,000 additional energy-efficient, affordable homes to rent or buy",14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27811,2010,lab,"We believe local authorities should be able to play their part in providing social housing in the future; and we will reform the council house financing system to enable local authorities to maintain properties at the Decent Home standard and to build up to 10,000 council houses a year by the end of the next Parliament",14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27812,2010,lab,Tenant involvement in the management of social housing properties will be strongly encouraged,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27813,2010,lab,Better housing,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27814,2010,lab,"This Government has led the way in making sure that British homes are greener homes through our world-leading commitment to all new homes being zero carbon by 2016 and the construction of new eco-towns, which will have the highest standards of green living yet seen in Britain",14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27815,2010,lab,Local authorities now have greater flexibility over the allocation of social housing in order to promote mixed and sustainable communities,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27816,2010,lab,We will guarantee the three million households who rent from a private landlord the right to a written tenancy agreement and access to free and impartial advice;,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27817,2010,lab,and we will establish a new National Landlord Register,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27818,2010,lab,"We are committed to ending rough sleeping by 2012, and we will tackle the problems faced by homeless people with multiple needs",14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27819,2010,lab,We will provide homeless 16 and 17 year olds with Foyer-based supported accommodation and training including help with parenting skills,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27820,2010,lab,Once there is enough provision to provide universal coverage we will legislate to change the law so that for 16 and 17 year olds the right to housing is met solely through supported housing,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27821,2010,lab,"Our regeneration policies have transformed previously neglected communities, and our great cities are among the best in the world",14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27822,2010,lab,"We will make savings in regeneration funding and focus on tackling worklessness, transforming the prospects of those areas most disconnected from the wider economy",14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
27823,2010,lab,Support with saving,1,Macroeconomics,Macroeconomics
27824,2010,lab,We will do more to support saving and spread wealth across more families,1,Macroeconomics,Macroeconomics
27825,2010,lab,"The annual limits for Individual Savings Accounts have been raised to £10,200 and will be indexlinked",1,Macroeconomics,Macroeconomics
27826,2010,lab,"The Pension Credit capital disregard will increase from £6,000 to £10,000",1,Macroeconomics,Macroeconomics
27827,2010,lab,"The pioneering Savings Gateway account for people on lower incomes will be available to over eight million families from July 2010, providing a match of 50p for each £1 saved up to a limit of £300",1,Macroeconomics,Macroeconomics
27828,2010,lab,"We will extend this approach even further, giving a boost to savings for more people on middle incomes",1,Macroeconomics,Macroeconomics
27829,2010,lab,"To help encourage the savings habit among young adults, we will develop a matched savings account for all 18-30 basic-rate taxpayers, as set out in the Budget",1,Macroeconomics,Macroeconomics
27830,2010,lab,"For the next generation we will protect not cut the Child Trust Fund the world s first universal savings policy for young people, already giving 4.8 million children a nest egg for the future",1,Macroeconomics,Macroeconomics
27831,2010,lab,We will contribute an additional £100 a year to the Child Trust Funds of all disabled children,1,Macroeconomics,Macroeconomics
27832,2010,lab,A new deal on personal finances,15,"Banking, Finance and Domestic Commerce",other
27833,2010,lab,"In the post-crisis economy, we will fight for consumers and stand up to vested interests that treat people unfairly, whether in the private or public sector",15,"Banking, Finance and Domestic Commerce",other
27834,2010,lab,We want a fair deal for all,15,"Banking, Finance and Domestic Commerce",other
27835,2010,lab,The Post Office has an invaluable role to play in our communities and in serving local businesses,15,"Banking, Finance and Domestic Commerce",other
27836,2010,lab,"To promote trusted and accessible banking, we will transform the Post Office into a People s Bank offering a full range of competitive, affordable products",15,"Banking, Finance and Domestic Commerce",other
27837,2010,lab,This will help sustain the network and boost competition in banking,15,"Banking, Finance and Domestic Commerce",other
27838,2010,lab,The universal postal service delivered by the Royal Mail connects and binds us together as a country,20,Government Operations,other
27839,2010,lab,"We are firmly committed to the 28 million homes and businesses across the country receiving mail six days a week, with the promise that one price goes everywhere",20,Government Operations,other
27840,2010,lab,The Royal Mail and its staff are taking welcome and needed steps to modernize work practices,20,Government Operations,other
27841,2010,lab,"For the future, continuing modernisation and investment will be needed by the Royal Mail in the public sector",20,Government Operations,other
27842,2010,lab,"We will introduce a universal service obligation on retail banks, so that all consumers with a valid address have a legal right to a basic bank account, and a right to redress if this is refused",15,"Banking, Finance and Domestic Commerce",other
27843,2010,lab,Banks will have to publicly report on the extent to which they are under-serving communities,15,"Banking, Finance and Domestic Commerce",other
27844,2010,lab,"And we will introduce a new levy on the banks to help fund a step-change in the scale of affordable lending by third sector organisations, including a new partnership with the Post Office, offering an alternative to loan sharks and high-cost doorstep lending",15,"Banking, Finance and Domestic Commerce",other
27845,2010,lab,"Over the lifetime of the next Parliament, as more affordable lending becomes available, we will clamp down on the interest rates and other fees charged by instant loan companies and payday or doorstep lenders, tackling the very high cost lending that hits low-income communities hardest",15,"Banking, Finance and Domestic Commerce",other
27846,2010,lab,We will introduce a single regulator for consumer finance to restore confidence and trust with responsibility for the supervision of all unsecured lending being passed to the Financial Services Authority,15,"Banking, Finance and Domestic Commerce",other
27847,2010,lab,And new rules governing how financial products are sold will be introduced with a crackdown on unfair terms in contracts,15,"Banking, Finance and Domestic Commerce",other
27848,2010,lab,"Finally, we will seek to promote competition in high-street banking by introducing portable bank account and cash ISA numbers that stimulate switching where consumers are dissatisfied, along with consistent, easily understood labelling of financial products",15,"Banking, Finance and Domestic Commerce",other
27849,2010,lab,Excellence in education: every child the chance to fulfil their potential,6,Education and Culture,Education and Culture
27850,2010,lab,The challenge for Britain,6,Education and Culture,Education and Culture
27851,2010,lab,"To raise standards, promote excellence and narrow achievement gaps by giving the best school leaders and federations more schools to run, and by giving parents new rights and clear guarantees of high-quality teaching and support for every pupil underpinned by increased spending",6,Education and Culture,Education and Culture
27852,2010,lab,"The Tories want to gamble with our children s education, putting school improvement at risk and taking away the guarantees of an excellent education for all",6,Education and Culture,Education and Culture
27853,2010,lab,The next stage of national renewal,0,Non-policy content,other
27854,2010,lab," Spending increased on frontline Sure Start and free childcare, schools and 16-19 learning",6,Education and Culture,Education and Culture
27855,2010,lab," An expansion of free nursery places for two year olds and 15 hours a week of flexible, free nursery education for three and four year olds",6,Education and Culture,Education and Culture
27856,2010,lab," Every pupil leaving primary school secure in the basics, with a 3Rs guarantee of one-to-one and small-group tuition for every child falling behind; and in secondary school, every pupil with a personal tutor and a choice of good qualifications",6,Education and Culture,Education and Culture
27857,2010,lab," A choice of good schools in every area and, where parents are not satisfied the power to bring in new school leadership teams, through mergers and takeovers, with up to 1,000 secondary schools part of an accredited schools group by 2015",6,Education and Culture,Education and Culture
27858,2010,lab," Every young person guaranteed education or training until 18, with 75 per cent going on to higher education, or completing an advanced apprenticeship or technician level training, by the age of 30",6,Education and Culture,Education and Culture
27859,2010,lab,"Education is the key to personal fulfilment, economic prosperity and social mobility",6,Education and Culture,Education and Culture
27860,2010,lab,"Our goal is educational excellence for every child, whatever their background or circumstances",6,Education and Culture,Education and Culture
27861,2010,lab,"In 1997, half of our secondary schools were below the basic minimum standard",6,Education and Culture,Education and Culture
27862,2010,lab,"Now, Education is the key to personal fulfilment, economic prosperity and social mobility",6,Education and Culture,Education and Culture
27863,2010,lab,"Our goal is educational excellence for every child, whatever their background or circumstances",6,Education and Culture,Education and Culture
27864,2010,lab,The early years,6,Education and Culture,Education and Culture
27865,2010,lab,"Good play-based early learning gets children off to a flying start, so that they begin school ready to learn and achieve",6,Education and Culture,Education and Culture
27866,2010,lab,"We have expanded high-quality early learning and childcare, which also supports parents to work when they have young children and improves family living standards",6,Education and Culture,Education and Culture
27867,2010,lab,"There are now over 3,500 Sure Start Children s Centres and every three and four year old has access to free nursery education, which is rising to 15 hours a week",6,Education and Culture,Education and Culture
27868,2010,lab,"Children s Centres will become the bedrock of a new national under-fives service: one-stop shops , open to all families, offering excellent affordable childcare, healthcare and parenting advice",6,Education and Culture,Education and Culture
27869,2010,lab,"The number of free early learning places for disadvantaged two year olds will be expanded, on the way to our long-term goal of universal free childcare for this age group",6,Education and Culture,Education and Culture
27870,2010,lab,Flexible childcare,6,Education and Culture,Education and Culture
27871,2010,lab,"Busy working parents will have more flexibility over the hours their children have access to nursery education, such as taking them over two full working days, as well as greater choice over when children start school",13,Social Welfare,Social Welfare
27872,2010,lab,We will also explore allowing parents to carry over their free hours of nursery education from year to year,13,Social Welfare,Social Welfare
27873,2010,lab,"Childcare vouchers will be retained, with all families receiving income tax relief at the basic rate, and childcare standards will be raised by a more qualified workforce",13,Social Welfare,Social Welfare
27874,2010,lab,We want to strengthen parental engagement with Sure Start Children s Centres,6,Education and Culture,Education and Culture
27875,2010,lab,"Some voluntary and third-sector organisations already run networks of Centres, and we will now pioneer mutual federations running groups of local Children s Centres in the community interest",6,Education and Culture,Education and Culture
27876,2010,lab,Excellence for all: every school a good school,6,Education and Culture,Education and Culture
27877,2010,lab,Every parent wants their child to attend an excellent school with the best possible teaching and facilities,6,Education and Culture,Education and Culture
27878,2010,lab,So for pupils and parents we will set out in law guarantees of the excellent education and personal support they can expect,6,Education and Culture,Education and Culture
27879,2010,lab,No school can be better than the quality of its teachers,6,Education and Culture,Education and Culture
27880,2010,lab,"We have the best generation of teachers ever, supported by teaching assistants and the wider workforce",6,Education and Culture,Education and Culture
27881,2010,lab,"But we must continue to get the very best people into teaching, from the most committed graduates to the highest calibre career switchers",6,Education and Culture,Education and Culture
27882,2010,lab,"Teach First will be extended to attract more of the best graduates into teaching, including teaching in primary schools",6,Education and Culture,Education and Culture
27883,2010,lab,"We have invested heavily in the professionalism and expertise of the workforce, and will build on this success with a new right for every teacher to continuous professional development; in return they will have to demonstrate high standards of teaching to maintain their licence to practise",6,Education and Culture,Education and Culture
27884,2010,lab,"We will promote new Teacher Training Academies and £10,000 golden handcuffs to attract the best teachers into the most challenging schools",6,Education and Culture,Education and Culture
27885,2010,lab,"While the number of low performing schools has decreased dramatically, we cannot tolerate any coasting or persistently poor schools",6,Education and Culture,Education and Culture
27886,2010,lab,"Over the last decade, we have developed a cadre of world-class head teachers, radically opened up our school system to new providers, and worked with local authorities and school governing bodies to drive up standards",6,Education and Culture,Education and Culture
27887,2010,lab,"Our task now is to devolve more power and responsibility to strong school leaders and to spread excellence, with up to 1,000 schools, through mergers and take-overs, part of an accredited school group by 2015 a new generation of not-for-profit chains of schools with a proven track record",6,Education and Culture,Education and Culture
27888,2010,lab,"These will include excellent school leaders from the maintained sector, universities, colleges, faith schools, academy chains and independent schools",6,Education and Culture,Education and Culture
27889,2010,lab,"We now have 200 academies and over 50 National Challenge Trusts, with another 200 academies in the pipeline",6,Education and Culture,Education and Culture
27890,2010,lab,"And we are pioneering new cooperative trust schools where parents, teachers and the local community come together to help govern their local school",6,Education and Culture,Education and Culture
27891,2010,lab,More power for parents,6,Education and Culture,Education and Culture
27892,2010,lab,"Where parents are dissatisfied with the choice of secondary schools in an area, local authorities will be required to act, securing take-overs of poor schools, the expansion of good schools, or in some cases, entirely new provision",6,Education and Culture,Education and Culture
27893,2010,lab,"Where parents at an individual school want change, they will be able to trigger a ballot on whether to bring in a new leadership team from a proven and trusted accredited provider",6,Education and Culture,Education and Culture
27894,2010,lab,"School Report Cards will give every parent clear information on standards, levels of parental satisfaction and behaviour and bullying",6,Education and Culture,Education and Culture
27895,2010,lab,"They will provide information on the progress being made by all pupils, not just by some",6,Education and Culture,Education and Culture
27896,2010,lab,We will consult on giving every school an overall grade for its performance,6,Education and Culture,Education and Culture
27897,2010,lab,We reject a return to the 11- plus or a free-for-all admission system,6,Education and Culture,Education and Culture
27898,2010,lab,Our commitment to fair admissions is essential to liberating the potential of every child,6,Education and Culture,Education and Culture
27899,2010,lab,"Ensuring all pupils make progress also requires a fair funding system, so we will introduce a local pupil premium to guarantee that extra funding to take account of deprivation follows the pupil",6,Education and Culture,Education and Culture
27900,2010,lab,Barriers to social mobility will be tackled by giving disadvantaged families free access to broadband to support their child s learning,6,Education and Culture,Education and Culture
27901,2010,lab,All parents will be guaranteed online information about their child s progress and behaviour,6,Education and Culture,Education and Culture
27902,2010,lab,We have high expectations for children with special educational needs and schools will be held to account for how well they meet the needs of these pupils,6,Education and Culture,Education and Culture
27903,2010,lab,We are expanding the number of specialist dyslexia teachers and improving teacher training for children with autism,6,Education and Culture,Education and Culture
27904,2010,lab,"The statementing process will be improved to give more support to parents, and the supply of teachers with the specialist skills needed to teach pupils with severe learning disabilities in special schools will be increased",6,Education and Culture,Education and Culture
27905,2010,lab,Primary schools: no child left behind,6,Education and Culture,Education and Culture
27906,2010,lab,More children than ever leave primary school secure in the basics,6,Education and Culture,Education and Culture
27907,2010,lab,"Every primary school now offers whole-class teaching of English using phonics, and we are introducing specialist teachers to achieve a similar step-change in Maths",6,Education and Culture,Education and Culture
27908,2010,lab,"But every parent rightly wants far more, so our primary curriculum reforms will create more flexibility for teachers to offer a broad, challenging and engaging education, with opportunities to play sport, and to take part in arts, culture and music, including the chance to learn a musical instrument",6,Education and Culture,Education and Culture
27909,2010,lab,"As part of these reforms, all primary schools will teach a modern foreign language",6,Education and Culture,Education and Culture
27910,2010,lab,"We will create a specialist Mandarin teacher training qualification, so that many more primary schools have access to a qualified primary teacher able to teach Mandarin",6,Education and Culture,Education and Culture
27911,2010,lab,Parents will be given a 3Rs Guarantee that every pupil who falls behind at primary school and early in secondary school will receive special oneto- one or small-group catch-up provision,6,Education and Culture,Education and Culture
27912,2010,lab,"This will include up to 40,000 six and seven year olds benefiting from extra tuition in English and Maths",6,Education and Culture,Education and Culture
27913,2010,lab,"through Every Child a Reader and Every Child Counts , and 300,000 receiving ten hours of one-to-one tuition in both English and Maths when they are older",6,Education and Culture,Education and Culture
27914,2010,lab,"For primary-age children, we are guaranteeing childcare and constructive activities from 8am until 6pm in term-time at their own or a neighbouring school;",6,Education and Culture,Education and Culture
27915,2010,lab,this entitlement will particularly help busy working parents juggle work and family life,13,Social Welfare,Social Welfare
27916,2010,lab,"We are extending the provision of free school meals so that an additional half a million primary school children in families on low incomes will benefit from healthy and nutritious food,",6,Education and Culture,Education and Culture
27917,2010,lab,and we are trialing free school meals for all primary school children in pilot areas across the country,6,Education and Culture,Education and Culture
27918,2010,lab,"Together, these schemes will thoroughly test the case for universal free school meals, with the results available by autumn 2011",6,Education and Culture,Education and Culture
27919,2010,lab,"Secondary schools: excellence for all, personal to each",6,Education and Culture,Education and Culture
27920,2010,lab,"Our secondary schools have been transformed by great school leaders, teachers and support staff",6,Education and Culture,Education and Culture
27921,2010,lab,"We will build on these achievements, tailoring education to the aspirations and aptitudes of individual pupils",6,Education and Culture,Education and Culture
27922,2010,lab,"All secondary school pupils will have a Personal Tutor of Studies, and we will work with schools to extend one-to-one or small-group tuition to pupils in the run-up to their GCSEs",6,Education and Culture,Education and Culture
27923,2010,lab,"Such an education should no longer be the preserve of the wealthiest few, but a central part of the curriculum",6,Education and Culture,Education and Culture
27924,2010,lab,More young people will be able to study single science subjects and modern foreign languages,6,Education and Culture,Education and Culture
27925,2010,lab,Diplomas will strengthen the status and quality of vocational study and bring together academic and vocational programmes,6,Education and Culture,Education and Culture
27926,2010,lab,"And the Gifted and Talented programme will be reformed and improved, guaranteeing additional personalised support",6,Education and Culture,Education and Culture
27927,2010,lab,"We will review the qualifications system in 2013, with any changes taking place in the Parliament after next",6,Education and Culture,Education and Culture
27928,2010,lab,"Meanwhile, the new independent exam regulator will ensure that standards are being maintained",6,Education and Culture,Education and Culture
27929,2010,lab,"Because the learning environment itself matters, we will take forward our Building Schools for the Future programme to rebuild or refurbish secondary schools, giving our children firstrate facilities that support inspirational teaching and access to ICT, sports and the arts",6,Education and Culture,Education and Culture
27930,2010,lab,Zero tolerance of poor behaviour,6,Education and Culture,Education and Culture
27931,2010,lab,The vast majority of schools have good or outstanding behaviour,6,Education and Culture,Education and Culture
27932,2010,lab,But no child should have their learning disturbed by poor discipline in the classroom,6,Education and Culture,Education and Culture
27933,2010,lab,Teachers have strong new powers to ensure order and discipline and we will support their use,6,Education and Culture,Education and Culture
27934,2010,lab,"Home School Agreements will be strengthened, making clear the responsibilities of families and pupils",6,Education and Culture,Education and Culture
27935,2010,lab,"Every parent will agree to adhere to the school s behaviour rules, signing contracts each year facing real consequences if they fail to live up to them, including the option of a court-imposed parenting order",6,Education and Culture,Education and Culture
27936,2010,lab,Safer School Partnerships will be extended to every school where the head or parents demand it,6,Education and Culture,Education and Culture
27937,2010,lab,Alternative education for excluded pupils will be transformed,6,Education and Culture,Education and Culture
27938,2010,lab,"New providers will be encouraged to take over existing Pupil Referral Units, pioneering approaches that bring order and discipline back to young people s lives",6,Education and Culture,Education and Culture
27939,2010,lab,More will be invested in anti-bullying interventions including tackling homophobic bullying,6,Education and Culture,Education and Culture
27940,2010,lab,"Cadet forces will move increasingly into state schools and we will expand spare time activities for young people, doubling those available including sport on Friday and Saturday nights, with neighbourhood police teams closely involved in areas where youth crime is highest",6,Education and Culture,Education and Culture
27941,2010,lab,Teacher training institutions will be asked to provide specialist courses for teachers in promoting pupils resilience and responsibility,6,Education and Culture,Education and Culture
27942,2010,lab,All children safe and thriving,6,Education and Culture,Education and Culture
27943,2010,lab,"Living in a family on a low income, having special educational needs or disabilities, and being in care all remain strongly linked to children failing to achieve",6,Education and Culture,Education and Culture
27944,2010,lab,"We are determined to narrow the gap between these children and their peers, and to continue to invest in specialist services, including short breaks for disabled children",6,Education and Culture,Education and Culture
27945,2010,lab,"Learning from the best systems around the world, we will improve foster and residential care",6,Education and Culture,Education and Culture
27946,2010,lab,We will expand specialised foster care for the most vulnerable children and the Care2Work programme for all care leavers,6,Education and Culture,Education and Culture
27947,2010,lab,"Through Children s Trusts, children and youth services will work closely with schools and colleges, increasingly co-locating wider children s services with schools",6,Education and Culture,Education and Culture
27948,2010,lab,Early intervention programmes with a proven impact will be promoted,6,Education and Culture,Education and Culture
27949,2010,lab,"We will continue to reduce teenage pregnancy rates, with compulsory, highquality Sex and Relationship Education",6,Education and Culture,Education and Culture
27950,2010,lab,Ensuring all children are safe from abuse and harm will remain a top priority,6,Education and Culture,Education and Culture
27951,2010,lab,The new Vetting and Barring system will protect children without being unduly burdensome or interfering in private family arrangements,6,Education and Culture,Education and Culture
27952,2010,lab,"Social work training will be radically overhauled, raising the status and standards of the profession, and we will establish a National College of Social Work",6,Education and Culture,Education and Culture
27953,2010,lab,"We will publish detailed Serious Case Review summaries that explain the facts, but keep full reports out of the public domain in order to protect children s identities",6,Education and Culture,Education and Culture
27954,2010,lab,Staying on to get ahead,6,Education and Culture,Education and Culture
27955,2010,lab,"Staying on rates at age 16 are increasing, thanks in part to our school leavers guarantee of a place at sixth form, college, training or an apprenticeship",6,Education and Culture,Education and Culture
27956,2010,lab,"But to ensure a new wave of social mobility, we are committed to an historic change: raising the education and training leaving age to 18",6,Education and Culture,Education and Culture
27957,2010,lab,"All young people will stay on in learning until 18, Education Maintenance Allowances will be retained and there will be an entitlement to an apprenticeship place in 2013 for all suitably qualified 16-18 year olds",6,Education and Culture,Education and Culture
27958,2010,lab,"Further education colleges are the backbone of our postschool education system and they are leading the way with new Diplomas, working with schools",6,Education and Culture,Education and Culture
27959,2010,lab,We will introduce greater freedom for all colleges to respond to local community needs and free them up from red tape,6,Education and Culture,Education and Culture
27960,2010,lab,"Students will be given clearer information on the quality of courses on offer, with a traffic-light grading system for all courses and colleges",6,Education and Culture,Education and Culture
